ATM,Date,Refill_Amount,Stock,Refilled,Out_of_Cash,Day_Cost,Predicted_Withdrawal
1,2006-08-29,0.0,484335.94,0,0,0.0,129161.04788448376
1,2006-08-30,0.0,377183.85,0,0,0.0,107152.09380879332
1,2006-08-31,0.0,279414.71,0,0,0.0,97769.14325784743
1,2006-09-01,0.0,195132.91,0,0,0.0,84281.80066596388
1,2006-09-02,0.0,101194.79,0,0,0.0,93938.11894282798
1,2006-09-03,0.0,0.0,0,0,0.0,101194.78783566214
2,2006-08-28,353155.31,304063.99,1,0,3531.5531,49091.32791195699
2,2006-08-29,0.0,244415.56,0,0,0.0,59648.42680206917
2,2006-08-30,0.0,190496.68,0,0,0.0,53918.877581136505
2,2006-08-31,0.0,135299.07,0,0,0.0,55197.61594622017
2,2006-09-01,0.0,76703.499,0,0,0.0,58595.56793215378
2,2006-09-02,0.0,45051.792,0,0,0.0,31651.70616131724
2,2006-09-03,0.0,0.0,0,0,0.0,45051.79239556857
3,2006-08-28,123188.16,103997.08,1,0,1231.8816000000002,19191.073986977484
3,2006-08-29,0.0,72182.205,0,0,0.0,31814.87610331666
3,2006-08-30,0.0,44720.794,0,0,0.0,27461.41148703039
3,2006-08-31,0.0,25261.924,0,0,0.0,19458.869839084506
3,2006-09-01,0.0,11589.96,0,0,0.0,13671.964309642492
3,2006-09-02,0.0,14816.633,0,0,0.0,-3226.6738900815253
3,2006-09-03,0.0,0.0,0,0,0.0,14816.63345115785
4,2006-08-28,437862.22,370037.47,1,0,4378.6222,67824.74965469219
4,2006-08-29,0.0,268068.47,0,0,0.0,101968.9990532752
4,2006-08-30,0.0,182281.74,0,0,0.0,85786.73115391925
4,2006-08-31,0.0,98346.001,0,0,0.0,83935.74039892315
4,2006-09-01,0.0,68310.398,0,0,0.0,30035.60319953505
4,2006-09-02,0.0,43527.927,0,0,0.0,24782.47050949576
4,2006-09-03,0.0,0.0,0,0,0.0,43527.92714994907
5,2006-08-28,248563.32,211443.48,1,0,2485.6332,37119.834641826616
5,2006-08-29,0.0,151851.25,0,0,0.0,59592.23884157353
5,2006-08-30,0.0,108398.48,0,0,0.0,43452.76433923464
5,2006-08-31,0.0,70040.674,0,0,0.0,38357.80744645791
5,2006-09-01,0.0,41246.184,0,0,0.0,28794.49024772388
5,2006-09-02,0.0,25365.461,0,0,0.0,15880.722296817832
5,2006-09-03,0.0,0.0,0,0,0.0,25365.461324669923
1,2006-09-04,761097.74,683552.49,1,0,7610.9774,77545.24298935593
1,2006-09-05,0.0,547000.06,0,0,0.0,136552.43083374872
1,2006-09-06,0.0,387349.24,0,0,0.0,159650.8248872596
1,2006-09-07,0.0,259678.95,0,0,0.0,127670.29012263154
1,2006-09-08,0.0,139895.71,0,0,0.0,119783.23843487428
1,2006-09-09,0.0,72268.519,0,0,0.0,67627.18997374484
1,2006-09-10,0.0,0.0,0,0,0.0,72268.51920165494
2,2006-09-04,475639.96,428118.65,1,0,4756.399600000001,47521.31477887752
2,2006-09-05,0.0,356109.82,0,0,0.0,72008.82899960713
2,2006-09-06,0.0,262376.74,0,0,0.0,93733.07359644522
2,2006-09-07,0.0,176059.82,0,0,0.0,86316.92730810345
2,2006-09-08,0.0,88710.37,0,0,0.0,87349.44731210676
2,2006-09-09,0.0,41925.745,0,0,0.0,46784.624823989725
2,2006-09-10,0.0,0.0,0,0,0.0,41925.74497551186
3,2006-09-04,167635.2,156078.76,1,0,1676.352,11556.43932403002
3,2006-09-05,0.0,127552.98,0,0,0.0,28525.774974317803
3,2006-09-06,0.0,91521.203,0,0,0.0,36031.77772838317
3,2006-09-07,0.0,60055.447,0,0,0.0,31465.75661053501
3,2006-09-08,0.0,20498.981,0,0,0.0,39556.46598936688
3,2006-09-09,0.0,14585.916,0,0,0.0,5913.064664471047
3,2006-09-10,0.0,0.0,0,0,0.0,14585.91612090852
4,2006-09-04,458340.28,421874.33,1,0,4583.402800000001,36465.94664895883
4,2006-09-05,0.0,340051.14,0,0,0.0,81823.19310559193
4,2006-09-06,0.0,241166.75,0,0,0.0,98884.39118364968
4,2006-09-07,0.0,155793.67,0,0,0.0,85373.07610651036
4,2006-09-08,0.0,63753.817,0,0,0.0,92039.85381003049
4,2006-09-09,0.0,30499.27,0,0,0.0,33254.54634706935
4,2006-09-10,0.0,0.0,0,0,0.0,30499.27037872841
5,2006-09-04,206385.37,187835.36,1,0,2063.8537,18550.01352519844
5,2006-09-05,0.0,162593.6,0,0,0.0,25241.758042609723
5,2006-09-06,0.0,115356.72,0,0,0.0,47236.879955756754
5,2006-09-07,0.0,71903.887,0,0,0.0,43452.83177153311
5,2006-09-08,0.0,27118.693,0,0,0.0,44785.19329553356
5,2006-09-09,0.0,18243.61,0,0,0.0,8875.083634355084
5,2006-09-10,0.0,0.0,0,0,0.0,18243.60971705052
1,2006-09-11,444514.5,395006.77,1,0,4445.145,49507.729505412855
1,2006-09-12,0.0,338093.58,0,0,0.0,56913.19248328109
1,2006-09-13,0.0,268040.82,0,0,0.0,70052.76108824546
1,2006-09-14,0.0,202991.41,0,0,0.0,65049.415032468576
1,2006-09-15,0.0,130925.0,0,0,0.0,72066.41006021106
1,2006-09-16,0.0,75004.248,0,0,0.0,55920.74786829689
1,2006-09-17,0.0,0.0,0,0,0.0,75004.24765247344
2,2006-09-11,360116.59,318215.5,1,0,3601.1659000000004,41901.09588473992
2,2006-09-12,0.0,261019.7,0,0,0.0,57195.79627100131
2,2006-09-13,0.0,196721.54,0,0,0.0,64298.163205059136
2,2006-09-14,0.0,133891.95,0,0,0.0,62829.5926069203
2,2006-09-15,0.0,71393.748,0,0,0.0,62498.19732969644
2,2006-09-16,0.0,38214.788,0,0,0.0,33178.960177083936
2,2006-09-17,0.0,0.0,0,0,0.0,38214.78789852408
3,2006-09-11,91080.53,81385.268,1,0,910.8053,9695.261097036004
3,2006-09-12,0.0,68906.405,0,0,0.0,12478.863911166562
3,2006-09-13,0.0,53396.69,0,0,0.0,15509.714097960168
3,2006-09-14,0.0,39200.336,0,0,0.0,14196.354763375615
3,2006-09-15,0.0,16584.697,0,0,0.0,22615.638341302925
3,2006-09-16,0.0,14824.949,0,0,0.0,1759.748657566146
3,2006-09-17,0.0,0.0,0,0,0.0,14824.948663629126
4,2006-09-11,284015.59,264604.26,1,0,2840.1559,19411.327090143503
4,2006-09-12,0.0,239093.49,0,0,0.0,25510.77096390169
4,2006-09-13,0.0,194952.3,0,0,0.0,44141.18328561779
4,2006-09-14,0.0,145232.37,0,0,0.0,49719.93906473344
4,2006-09-15,0.0,85135.729,0,0,0.0,60096.63615189405
4,2006-09-16,0.0,56504.737,0,0,0.0,28630.992065099403
4,2006-09-17,0.0,0.0,0,0,0.0,56504.73705545176
5,2006-09-11,153458.18,129894.94,1,0,1534.5818,23563.24515368116
5,2006-09-12,0.0,104647.38,0,0,0.0,25247.556737942938
5,2006-09-13,0.0,76848.566,0,0,0.0,27798.815935328705
5,2006-09-14,0.0,48285.789,0,0,0.0,28562.77672384956
5,2006-09-15,0.0,18591.363,0,0,0.0,29694.42637723875
5,2006-09-16,0.0,17610.155,0,0,0.0,981.2082368622504
5,2006-09-17,0.0,0.0,0,0,0.0,17610.15462997859
1,2006-09-18,1002876.2,916134.44,1,0,10028.762,86741.71911539847
1,2006-09-19,0.0,800497.05,0,0,0.0,115637.38737613708
1,2006-09-20,0.0,672795.25,0,0,0.0,127701.80469201574
1,2006-09-21,0.0,530013.99,0,0,0.0,142781.25874823637
1,2006-09-22,0.0,327167.3,0,0,0.0,202846.69222549503
1,2006-09-23,0.0,145039.29,0,0,0.0,182128.00764044703
1,2006-09-24,0.0,0.0,0,0,0.0,145039.29016112228
2,2006-09-18,520998.31,474613.27,1,0,5209.9831,46385.04091546724
2,2006-09-19,0.0,397939.27,0,0,0.0,76674.00755825211
2,2006-09-20,0.0,315719.3,0,0,0.0,82219.96282978008
2,2006-09-21,0.0,217080.58,0,0,0.0,98638.72438447998
2,2006-09-22,0.0,108195.56,0,0,0.0,108885.01480346775
2,2006-09-23,0.0,43723.051,0,0,0.0,64472.51260393936
2,2006-09-24,0.0,0.0,0,0,0.0,43723.0512035893
3,2006-09-18,319077.96,296833.72,1,0,3190.7796000000003,22244.237696995508
3,2006-09-19,0.0,255214.89,0,0,0.0,41618.83308922274
3,2006-09-20,0.0,209888.27,0,0,0.0,45326.61401426902
3,2006-09-21,0.0,158366.77,0,0,0.0,51521.504825376585
3,2006-09-22,0.0,89829.184,0,0,0.0,68537.58385752521
3,2006-09-23,0.0,43784.338,0,0,0.0,46044.84635194783
3,2006-09-24,0.0,0.0,0,0,0.0,43784.33813567308
4,2006-09-18,971694.37,904160.12,1,0,9716.9437,67534.24853327681
4,2006-09-19,0.0,795165.01,0,0,0.0,108995.11197462522
4,2006-09-20,0.0,659877.13,0,0,0.0,135287.8747360687
4,2006-09-21,0.0,487004.27,0,0,0.0,172872.85828030913
4,2006-09-22,0.0,278995.24,0,0,0.0,208009.0332678696
4,2006-09-23,0.0,134893.1,0,0,0.0,144102.14608532467
4,2006-09-24,0.0,0.0,0,0,0.0,134893.09543644596
5,2006-09-18,338803.96,315974.66,1,0,3388.0396,22829.29492081664
5,2006-09-19,0.0,270514.65,0,0,0.0,45460.01570107297
5,2006-09-20,0.0,224750.66,0,0,0.0,45763.98529126737
5,2006-09-21,0.0,173921.28,0,0,0.0,50829.3773599985
5,2006-09-22,0.0,98226.993,0,0,0.0,75694.29203611909
5,2006-09-23,0.0,46952.68,0,0,0.0,51274.31245092464
5,2006-09-24,0.0,0.0,0,0,0.0,46952.68010968292
1,2006-09-25,958291.63,822351.51,1,0,9582.9163,135940.1139679589
1,2006-09-26,0.0,627137.96,0,0,0.0,195213.5547148516
1,2006-09-27,0.0,419649.38,0,0,0.0,207488.57953846423
1,2006-09-28,0.0,281686.5,0,0,0.0,137962.878732024
1,2006-09-29,0.0,165044.01,0,0,0.0,116642.48755187311
1,2006-09-30,0.0,86817.376,0,0,0.0,78226.63742796284
1,2006-10-01,0.0,0.0,0,0,0.0,86817.37568763633
2,2006-09-25,475667.84,425852.48,1,0,4756.678400000001,49815.36224243857
2,2006-09-26,0.0,335609.06,0,0,0.0,90243.41561385404
2,2006-09-27,0.0,236248.71,0,0,0.0,99360.34836148383
2,2006-09-28,0.0,157273.66,0,0,0.0,78975.05394092531
2,2006-09-29,0.0,87181.975,0,0,0.0,70091.68353135066
2,2006-09-30,0.0,47146.366,0,0,0.0,40035.60870306865
2,2006-10-01,0.0,0.0,0,0,0.0,47146.36630846556
3,2006-09-25,261682.32,227351.0,1,0,2616.8232000000003,34331.32422632655
3,2006-09-26,0.0,165884.49,0,0,0.0,61466.50969219285
3,2006-09-27,0.0,107000.3,0,0,0.0,58884.18739543257
3,2006-09-28,0.0,72439.765,0,0,0.0,34560.536901080915
3,2006-09-29,0.0,37333.733,0,0,0.0,35106.03216332369
3,2006-09-30,0.0,25556.027,0,0,0.0,11777.7059057979
3,2006-10-01,0.0,0.0,0,0,0.0,25556.02705119978
4,2006-09-25,759145.82,654516.14,1,0,7591.4582,104629.68292630656
4,2006-09-26,0.0,491562.75,0,0,0.0,162953.38317003986
4,2006-09-27,0.0,320874.99,0,0,0.0,170687.76181605074
4,2006-09-28,0.0,212884.66,0,0,0.0,107990.33147656525
4,2006-09-29,0.0,116268.7,0,0,0.0,96615.9564930651
4,2006-09-30,0.0,72973.763,0,0,0.0,43294.94174675041
4,2006-10-01,0.0,0.0,0,0,0.0,72973.76308141806
5,2006-09-25,382373.61,337944.8,1,0,3823.7361,44428.81033924061
5,2006-09-26,0.0,253675.82,0,0,0.0,84268.97961914924
5,2006-09-27,0.0,160484.0,0,0,0.0,93191.82559576676
5,2006-09-28,0.0,97814.291,0,0,0.0,62669.70680782945
5,2006-09-29,0.0,50014.961,0,0,0.0,47799.32977193393
5,2006-09-30,0.0,32696.617,0,0,0.0,17318.34380018797
5,2006-10-01,0.0,0.0,0,0,0.0,32696.61722258235
1,2006-10-02,829407.05,755598.77,1,0,8294.0705,73808.28062328408
1,2006-10-03,0.0,676119.94,0,0,0.0,79478.8296424372
1,2006-10-04,0.0,562947.89,0,0,0.0,113172.04236521128
1,2006-10-05,0.0,408706.39,0,0,0.0,154241.50085968667
1,2006-10-06,0.0,206118.13,0,0,0.0,202588.26278524377
1,2006-10-07,0.0,101972.7,0,0,0.0,104145.43376316004
1,2006-10-08,0.0,0.0,0,0,0.0,101972.69598347986
2,2006-10-02,310083.64,261762.33,1,0,3100.8364,48321.31066610058
2,2006-10-03,0.0,203861.1,0,0,0.0,57901.22780442783
2,2006-10-04,0.0,138818.39,0,0,0.0,65042.7108309756
2,2006-10-05,0.0,86710.141,0,0,0.0,52108.251501824896
2,2006-10-06,0.0,35614.684,0,0,0.0,51095.456280660415
2,2006-10-07,0.0,15974.741,0,0,0.0,19639.943732682117
2,2006-10-08,0.0,0.0,0,0,0.0,15974.740673720458
3,2006-10-02,179395.1,168917.63,1,0,1793.951,10477.472715374948
3,2006-10-03,0.0,157436.85,0,0,0.0,11480.778850175811
3,2006-10-04,0.0,133845.15,0,0,0.0,23591.706486662508
3,2006-10-05,0.0,99250.739,0,0,0.0,34594.40738427818
3,2006-10-06,0.0,41665.472,0,0,0.0,57585.26714215672
3,2006-10-07,0.0,24173.88,0,0,0.0,17491.592302535268
3,2006-10-08,0.0,0.0,0,0,0.0,24173.87991469909
4,2006-10-02,371063.02,330275.46,1,0,3710.6302,40787.568330131
4,2006-10-03,0.0,309128.19,0,0,0.0,21147.262015664423
4,2006-10-04,0.0,252990.16,0,0,0.0,56138.03418798743
4,2006-10-05,0.0,172491.73,0,0,0.0,80498.42630661497
4,2006-10-06,0.0,74193.893,0,0,0.0,98297.8409388944
4,2006-10-07,0.0,38525.855,0,0,0.0,35668.03767846234
4,2006-10-08,0.0,0.0,0,0,0.0,38525.85529485286
5,2006-10-02,322129.81,298506.97,1,0,3221.2981,23622.836901485894
5,2006-10-03,0.0,256929.43,0,0,0.0,41577.53875765125
5,2006-10-04,0.0,211171.37,0,0,0.0,45758.06089554475
5,2006-10-05,0.0,152984.44,0,0,0.0,58186.93211813438
5,2006-10-06,0.0,63654.893,0,0,0.0,89329.54335695281
5,2006-10-07,0.0,39986.472,0,0,0.0,23668.42098336689
5,2006-10-08,0.0,0.0,0,0,0.0,39986.47229871867
1,2006-10-09,471280.94,388223.52,1,0,4712.8094,83057.41691532267
1,2006-10-10,0.0,290325.81,0,0,0.0,97897.71476312124
1,2006-10-11,0.0,209945.36,0,0,0.0,80380.44395913504
1,2006-10-12,0.0,156857.13,0,0,0.0,53088.236872261536
1,2006-10-13,0.0,85829.587,0,0,0.0,71027.5403943506
1,2006-10-14,0.0,50210.011,0,0,0.0,35619.57627808712
1,2006-10-15,0.0,0.0,0,0,0.0,50210.01076317622
2,2006-10-09,241142.78,219184.78,1,0,2411.4278,21958.000051616567
2,2006-10-10,0.0,183813.62,0,0,0.0,35371.15999063944
2,2006-10-11,0.0,148364.81,0,0,0.0,35448.80862167591
2,2006-10-12,0.0,99803.179,0,0,0.0,48561.62813772571
2,2006-10-13,0.0,47341.63,0,0,0.0,52461.54972517867
2,2006-10-14,0.0,26397.841,0,0,0.0,20943.788277977983
2,2006-10-15,0.0,0.0,0,0,0.0,26397.84122630878
3,2006-10-09,110180.78,89295.08,1,0,1101.8078,20885.702715640477
3,2006-10-10,0.0,62941.815,0,0,0.0,26353.264401767
3,2006-10-11,0.0,40021.184,0,0,0.0,22920.631455244213
3,2006-10-12,0.0,29733.873,0,0,0.0,10287.310371355044
3,2006-10-13,0.0,7470.8632,0,0,0.0,22263.010124698914
3,2006-10-14,0.0,9851.5743,0,0,0.0,-2380.711152256059
3,2006-10-15,0.0,0.0,0,0,0.0,9851.57430488077
4,2006-10-09,254968.02,222148.01,1,0,2549.6802,32820.0052523696
4,2006-10-10,0.0,171583.38,0,0,0.0,50564.62740219197
4,2006-10-11,0.0,122508.62,0,0,0.0,49074.7618126482
4,2006-10-12,0.0,75258.223,0,0,0.0,47250.39846577816
4,2006-10-13,0.0,14171.479,0,0,0.0,61086.74359814978
4,2006-10-14,0.0,12101.782,0,0,0.0,2069.6966747032857
4,2006-10-15,0.0,0.0,0,0,0.0,12101.78230046069
5,2006-10-09,189985.71,159972.77,1,0,1899.8571,30012.937041522157
5,2006-10-10,0.0,118666.04,0,0,0.0,41306.73184126959
5,2006-10-11,0.0,80090.302,0,0,0.0,38575.73487848476
5,2006-10-12,0.0,57412.151,0,0,0.0,22678.151422812727
5,2006-10-13,0.0,22113.843,0,0,0.0,35298.30807791279
5,2006-10-14,0.0,19015.057,0,0,0.0,3098.78567533705
5,2006-10-15,0.0,0.0,0,0,0.0,19015.05685505351
1,2006-10-16,967810.46,916160.16,1,0,9678.1046,51650.29320030473
1,2006-10-17,0.0,834018.7,0,0,0.0,82141.46249032904
1,2006-10-18,0.0,695660.94,0,0,0.0,138357.7598353908
1,2006-10-19,0.0,552898.01,0,0,0.0,142762.92837752297
1,2006-10-20,0.0,369845.05,0,0,0.0,183052.9648698977
1,2006-10-21,0.0,170122.41,0,0,0.0,199722.64162166225
1,2006-10-22,0.0,0.0,0,0,0.0,170122.40584547547
2,2006-10-16,569893.58,536786.49,1,0,5698.935799999999,33107.08842987096
2,2006-10-17,0.0,480861.24,0,0,0.0,55925.25311849642
2,2006-10-18,0.0,398528.11,0,0,0.0,82333.13013223279
2,2006-10-19,0.0,298031.35,0,0,0.0,100496.76113561176
2,2006-10-20,0.0,176441.96,0,0,0.0,121589.3839987162
2,2006-10-21,0.0,76066.309,0,0,0.0,100375.65331953311
2,2006-10-22,0.0,0.0,0,0,0.0,76066.30944445303
3,2006-10-16,432425.97,419935.53,1,0,4324.2597,12490.437034281076
3,2006-10-17,0.0,392810.65,0,0,0.0,27124.88093040926
3,2006-10-18,0.0,336616.19,0,0,0.0,56194.45965742379
3,2006-10-19,0.0,270116.76,0,0,0.0,66499.43686265792
3,2006-10-20,0.0,169027.26,0,0,0.0,101089.4970508936
3,2006-10-21,0.0,72432.05,0,0,0.0,96595.20992607184
3,2006-10-22,0.0,0.0,0,0,0.0,72432.05012455974
4,2006-10-16,1150117.7,1112677.9,1,0,11501.177,37439.7959995978
4,2006-10-17,0.0,1009807.7,0,0,0.0,102870.26002895983
4,2006-10-18,0.0,817052.19,0,0,0.0,192755.4739335484
4,2006-10-19,0.0,567192.44,0,0,0.0,249859.7529897696
4,2006-10-20,0.0,296149.36,0,0,0.0,271043.0806459447
4,2006-10-21,0.0,154400.21,0,0,0.0,141749.1519877531
4,2006-10-22,0.0,0.0,0,0,0.0,154400.20687303544
5,2006-10-16,443603.15,424870.83,1,0,4436.0315,18732.319640906106
5,2006-10-17,0.0,395748.33,0,0,0.0,29122.500574141915
5,2006-10-18,0.0,352596.35,0,0,0.0,43151.9820081146
5,2006-10-19,0.0,282578.45,0,0,0.0,70017.89602408401
5,2006-10-20,0.0,191373.14,0,0,0.0,91205.3091972115
5,2006-10-21,0.0,72999.1,0,0,0.0,118374.0401990643
5,2006-10-22,0.0,0.0,0,0,0.0,72999.10046017138
1,2006-10-23,652415.2,503635.05,1,0,6524.152,148780.14709923926
1,2006-10-24,0.0,404691.56,0,0,0.0,98943.48984417756
1,2006-10-25,0.0,306274.7,0,0,0.0,98416.86339059984
1,2006-10-26,0.0,202403.88,0,0,0.0,103870.8186780598
1,2006-10-27,0.0,101442.62,0,0,0.0,100961.2585770013
1,2006-10-28,0.0,45815.999,0,0,0.0,55626.620111617536
1,2006-10-29,0.0,0.0,0,0,0.0,45815.99927534265
2,2006-10-23,331555.11,261953.8,1,0,3315.5511,69601.314874122
2,2006-10-24,0.0,210008.62,0,0,0.0,51945.17220501565
2,2006-10-25,0.0,163328.35,0,0,0.0,46680.27863244667
2,2006-10-26,0.0,108913.99,0,0,0.0,54414.3574921633
2,2006-10-27,0.0,41048.156,0,0,0.0,67865.83266517709
2,2006-10-28,0.0,13879.098,0,0,0.0,27169.05798641148
2,2006-10-29,0.0,0.0,0,0,0.0,13879.097975972778
3,2006-10-23,181456.79,127431.89,1,0,1814.5679,54024.89803115333
3,2006-10-24,0.0,89111.052,0,0,0.0,38320.83969038761
3,2006-10-25,0.0,52626.886,0,0,0.0,36484.16605996595
3,2006-10-26,0.0,22535.783,0,0,0.0,30091.10280840525
3,2006-10-27,0.0,2292.4907,0,0,0.0,20243.292785279293
3,2006-10-28,0.0,7556.5213,0,0,0.0,-5264.030576178746
3,2006-10-29,0.0,0.0,0,0,0.0,7556.521250089296
4,2006-10-23,415583.55,282460.1,1,0,4155.8355,133123.45520242365
4,2006-10-24,0.0,201679.11,0,0,0.0,80780.98760351873
4,2006-10-25,0.0,154552.66,0,0,0.0,47126.45228373558
4,2006-10-26,0.0,131596.19,0,0,0.0,22956.47151878232
4,2006-10-27,0.0,30386.834,0,0,0.0,101209.35298866464
4,2006-10-28,0.0,11924.453,0,0,0.0,18462.38028062202
4,2006-10-29,0.0,0.0,0,0,0.0,11924.453304645402
5,2006-10-23,222644.03,167283.94,1,0,2226.4403,55360.08687646317
5,2006-10-24,0.0,114418.28,0,0,0.0,52865.662522694605
5,2006-10-25,0.0,70210.326,0,0,0.0,44207.95501025374
5,2006-10-26,0.0,25484.587,0,0,0.0,44725.738967364574
5,2006-10-27,0.0,7888.0703,0,0,0.0,17596.51654023124
5,2006-10-28,0.0,11082.375,0,0,0.0,-3194.3043344988982
5,2006-10-29,0.0,0.0,0,0,0.0,11082.374665229969
1,2006-10-30,624538.28,568816.1,1,0,6245.3828,55722.182587947296
1,2006-10-31,0.0,496460.02,0,0,0.0,72356.08180071083
1,2006-11-01,0.0,418693.88,0,0,0.0,77766.14032291748
1,2006-11-02,0.0,326945.87,0,0,0.0,91748.00407807804
1,2006-11-03,0.0,203376.45,0,0,0.0,123569.41902546665
1,2006-11-04,0.0,110388.52,0,0,0.0,92987.9334649794
1,2006-11-05,0.0,0.0,0,0,0.0,110388.51893177615
2,2006-10-30,368050.59,337452.76,1,0,3680.5059,30597.835261948887
2,2006-10-31,0.0,291506.74,0,0,0.0,45946.02092745648
2,2006-11-01,0.0,237878.71,0,0,0.0,53628.022028837775
2,2006-11-02,0.0,172502.08,0,0,0.0,65376.63762829349
2,2006-11-03,0.0,99006.461,0,0,0.0,73495.61602943076
2,2006-11-04,0.0,52382.928,0,0,0.0,46623.532526134426
2,2006-11-05,0.0,0.0,0,0,0.0,52382.928472413696
3,2006-10-30,129867.08,115738.49,1,0,1298.6708,14128.58339421688
3,2006-10-31,0.0,97547.387,0,0,0.0,18191.10497730776
3,2006-11-01,0.0,77986.854,0,0,0.0,19560.532249832693
3,2006-11-02,0.0,59836.599,0,0,0.0,18150.25580818895
3,2006-11-03,0.0,28546.975,0,0,0.0,31289.623336864508
3,2006-11-04,0.0,19405.171,0,0,0.0,9141.803993338166
3,2006-11-05,0.0,0.0,0,0,0.0,19405.1713472956
4,2006-10-30,387904.11,355033.93,1,0,3879.0411,32870.18234705721
4,2006-10-31,0.0,302842.46,0,0,0.0,52191.46212555056
4,2006-11-01,0.0,247202.96,0,0,0.0,55639.500460215
4,2006-11-02,0.0,183501.81,0,0,0.0,63701.158376437736
4,2006-11-03,0.0,97360.521,0,0,0.0,86141.28434966772
4,2006-11-04,0.0,55101.72,0,0,0.0,42258.80079653005
4,2006-11-05,0.0,0.0,0,0,0.0,55101.72014178689
5,2006-10-30,197425.19,179143.08,1,0,1974.2519,18282.10941864409
5,2006-10-31,0.0,155530.99,0,0,0.0,23612.090272142093
5,2006-11-01,0.0,127486.62,0,0,0.0,28044.371820917106
5,2006-11-02,0.0,92173.321,0,0,0.0,35313.29912506192
5,2006-11-03,0.0,44581.346,0,0,0.0,47591.974496055496
5,2006-11-04,0.0,28170.631,0,0,0.0,16410.715203303585
5,2006-11-05,0.0,0.0,0,0,0.0,28170.63126747364
1,2006-11-06,653194.77,537623.14,1,0,6531.947700000001,115571.62429835428
1,2006-11-07,0.0,397762.39,0,0,0.0,139860.75626156823
1,2006-11-08,0.0,282523.9,0,0,0.0,115238.48885539237
1,2006-11-09,0.0,185396.75,0,0,0.0,97127.14782710256
1,2006-11-10,0.0,95836.68,0,0,0.0,89560.07161669398
1,2006-11-11,0.0,45131.674,0,0,0.0,50705.0061468772
1,2006-11-12,0.0,0.0,0,0,0.0,45131.67369650293
2,2006-11-06,439608.99,389445.1,1,0,4396.0899,50163.89787379636
2,2006-11-07,0.0,315143.82,0,0,0.0,74301.28126680022
2,2006-11-08,0.0,227369.27,0,0,0.0,87774.542430619
2,2006-11-09,0.0,145224.87,0,0,0.0,82144.40630391026
2,2006-11-10,0.0,69541.532,0,0,0.0,75683.33501897485
2,2006-11-11,0.0,35494.592,0,0,0.0,34046.93991474161
2,2006-11-12,0.0,0.0,0,0,0.0,35494.5916196728
3,2006-11-06,138291.99,110318.47,1,0,1382.9198999999999,27973.51817778797
3,2006-11-07,0.0,84570.541,0,0,0.0,25747.93190837017
3,2006-11-08,0.0,58342.337,0,0,0.0,26228.20424896872
3,2006-11-09,0.0,35453.867,0,0,0.0,22888.469146380132
3,2006-11-10,0.0,9377.451,0,0,0.0,26076.41646184584
3,2006-11-11,0.0,6534.5247,0,0,0.0,2842.926233738828
3,2006-11-12,0.0,0.0,0,0,0.0,6534.524738471995
4,2006-11-06,354124.71,303959.54,1,0,3541.2471000000005,50165.16974664576
4,2006-11-07,0.0,233072.73,0,0,0.0,70886.8135836366
4,2006-11-08,0.0,162277.41,0,0,0.0,70795.31519554192
4,2006-11-09,0.0,98525.162,0,0,0.0,63752.25143624716
4,2006-11-10,0.0,30506.016,0,0,0.0,68019.1463408579
4,2006-11-11,0.0,18362.381,0,0,0.0,12143.63515125995
4,2006-11-12,0.0,0.0,0,0,0.0,18362.380531744755
5,2006-11-06,222801.78,189841.91,1,0,2228.0178,32959.87872633665
5,2006-11-07,0.0,140552.55,0,0,0.0,49289.35763499991
5,2006-11-08,0.0,93934.075,0,0,0.0,46618.47254209914
5,2006-11-09,0.0,56331.69,0,0,0.0,37602.38456726143
5,2006-11-10,0.0,21196.954,0,0,0.0,35134.73597689677
5,2006-11-11,0.0,17315.957,0,0,0.0,3880.9976731313727
5,2006-11-12,0.0,0.0,0,0,0.0,17315.956807472634
1,2006-11-13,490777.96,456340.92,1,0,4907.779600000001,34437.04287668534
1,2006-11-14,0.0,405628.44,0,0,0.0,50712.476098259576
1,2006-11-15,0.0,346695.6,0,0,0.0,58932.842577045565
1,2006-11-16,0.0,267547.01,0,0,0.0,79148.58769828914
1,2006-11-17,0.0,185167.6,0,0,0.0,82379.40831498185
1,2006-11-18,0.0,81058.471,0,0,0.0,104109.13234321422
1,2006-11-19,0.0,0.0,0,0,0.0,81058.47131614882
2,2006-11-13,350174.47,314158.22,1,0,3501.7446999999997,36016.246777567096
2,2006-11-14,0.0,271236.0,0,0,0.0,42922.21674729681
2,2006-11-15,0.0,218496.29,0,0,0.0,52739.71589809251
2,2006-11-16,0.0,156533.63,0,0,0.0,61962.65380915073
2,2006-11-17,0.0,92369.848,0,0,0.0,64163.78484192751
2,2006-11-18,0.0,46577.212,0,0,0.0,45792.635964393325
2,2006-11-19,0.0,0.0,0,0,0.0,46577.21187471115
3,2006-11-13,145109.86,136065.49,1,0,1451.0985999999998,9044.376575543063
3,2006-11-14,0.0,124537.65,0,0,0.0,11527.83402048381
3,2006-11-15,0.0,109431.56,0,0,0.0,15106.09553445648
3,2006-11-16,0.0,87893.114,0,0,0.0,21538.444426828428
3,2006-11-17,0.0,56561.952,0,0,0.0,31331.161093490613
3,2006-11-18,0.0,30398.719,0,0,0.0,26163.233262864647
3,2006-11-19,0.0,0.0,0,0,0.0,30398.71917835882
