           Model      ATM       Date  Predicted_Withdrawal  Refill_Amount   Stock  Refilled  Out_of_Cash  Day_Cost
LinearRegression Z1524001 2006-09-07                26,779              0  80,828         0            0         0
LinearRegression Z1524001 2006-09-08                30,097              0  50,731         0            0         0
LinearRegression Z1524001 2006-09-09                34,162              0  16,569         0            0         0
LinearRegression Z1524001 2006-09-10                16,569              0       0         0            0         0
LinearRegression Z0276001 2006-09-11                62,216        381,700 319,484         1            0     3,817
LinearRegression Z0276001 2006-09-12               111,410              0 208,074         0            0         0
LinearRegression Z0276001 2006-09-13                85,648              0 122,426         0            0         0
LinearRegression Z0276001 2006-09-14                42,928              0  79,498         0            0         0
LinearRegression Z0276001 2006-09-15                47,739              0  31,758         0            0         0
LinearRegression Z0276001 2006-09-16                20,614              0  11,144         0            0         0
LinearRegression Z0276001 2006-09-17                11,144              0       0         0            0         0
LinearRegression Z0386002 2006-09-11               115,861        381,479 265,618         1            0     3,815
LinearRegression Z0386002 2006-09-12                51,948              0 213,670         0            0         0
LinearRegression Z0386002 2006-09-13                51,097              0 162,573         0            0         0
LinearRegression Z0386002 2006-09-14                61,284              0 101,289         0            0         0
LinearRegression Z0386002 2006-09-15                61,325              0  39,964         0            0         0
LinearRegression Z0386002 2006-09-16                15,377              0  24,587         0            0         0
LinearRegression Z0386002 2006-09-17                24,587              0       0         0            0         0
LinearRegression Z0646002 2006-09-11               109,839        690,677 580,838         1            0     6,907
LinearRegression Z0646002 2006-09-12                89,351              0 491,487         0            0         0
LinearRegression Z0646002 2006-09-13               168,678              0 322,809         0            0         0
LinearRegression Z0646002 2006-09-14               110,740              0 212,068         0            0         0
LinearRegression Z0646002 2006-09-15               131,711              0  80,357         0            0         0
LinearRegression Z0646002 2006-09-16                42,993              0  37,364         0            0         0
LinearRegression Z0646002 2006-09-17                37,364              0       0         0            0         0
LinearRegression Z1031001 2006-09-11                79,212        590,714 511,502         1            0     5,907
LinearRegression Z1031001 2006-09-12               144,987              0 366,515         0            0         0
LinearRegression Z1031001 2006-09-13               244,092              0 122,423         0            0         0
LinearRegression Z1031001 2006-09-14                67,009              0  55,414         0            0         0
LinearRegression Z1031001 2006-09-15                31,779              0  23,635         0            0         0
LinearRegression Z1031001 2006-09-16                14,439              0   9,196         0            0         0
LinearRegression Z1031001 2006-09-17                 9,196              0       0         0            0         0
LinearRegression Z1524001 2006-09-11                61,652        461,132 399,481         1            0     4,611
LinearRegression Z1524001 2006-09-12                62,228              0 337,253         0            0         0
LinearRegression Z1524001 2006-09-13                82,549              0 254,703         0            0         0
LinearRegression Z1524001 2006-09-14                94,043              0 160,660         0            0         0
LinearRegression Z1524001 2006-09-15                74,576              0  86,084         0            0         0
LinearRegression Z1524001 2006-09-16                69,111              0  16,973         0            0         0
LinearRegression Z1524001 2006-09-17                16,973              0       0         0            0         0
LinearRegression Z0276001 2006-09-18                57,290        221,719 164,429         1            0     2,217
LinearRegression Z0276001 2006-09-19                50,059              0 114,369         0            0         0
LinearRegression Z0276001 2006-09-20                23,020              0  91,349         0            0         0
LinearRegression Z0276001 2006-09-21                30,351              0  60,999         0            0         0
LinearRegression Z0276001 2006-09-22                38,288              0  22,711         0            0         0
LinearRegression Z0276001 2006-09-23                13,621              0   9,091         0            0         0
LinearRegression Z0276001 2006-09-24                 9,091              0       0         0            0         0
LinearRegression Z0386002 2006-09-18                37,875        151,079 113,205         1            0     1,511
LinearRegression Z0386002 2006-09-19                23,778              0  89,426         0            0         0
LinearRegression Z0386002 2006-09-20                16,791              0  72,635         0            0         0
LinearRegression Z0386002 2006-09-21                22,859              0  49,776         0            0         0
LinearRegression Z0386002 2006-09-22                28,113              0  21,663         0            0         0
LinearRegression Z0386002 2006-09-23                 5,039              0  16,624         0            0         0
LinearRegression Z0386002 2006-09-24                16,624              0       0         0            0         0
LinearRegression Z0646002 2006-09-18               108,992        349,131 240,140         1            0     3,491
LinearRegression Z0646002 2006-09-19                47,325              0 192,815         0            0         0
LinearRegression Z0646002 2006-09-20                40,187              0 152,628         0            0         0
LinearRegression Z0646002 2006-09-21                41,354              0 111,274         0            0         0
LinearRegression Z0646002 2006-09-22                37,247              0  74,027         0            0         0
LinearRegression Z0646002 2006-09-23                38,984              0  35,043         0            0         0
LinearRegression Z0646002 2006-09-24                35,043              0       0         0            0         0
LinearRegression Z1031001 2006-09-18                33,955        166,085 132,130         1            0     1,661
LinearRegression Z1031001 2006-09-19                40,573              0  91,558         0            0         0
LinearRegression Z1031001 2006-09-20                59,796              0  31,762         0            0         0
LinearRegression Z1031001 2006-09-21                11,063              0  20,698         0            0         0
LinearRegression Z1031001 2006-09-22                 5,748              0  14,951         0            0         0
LinearRegression Z1031001 2006-09-23                 7,112              0   7,839         0            0         0
LinearRegression Z1031001 2006-09-24                 7,839              0       0         0            0         0
LinearRegression Z1524001 2006-09-18                80,108        266,022 185,914         1            0     2,660
LinearRegression Z1524001 2006-09-19                41,331              0 144,583         0            0         0
LinearRegression Z1524001 2006-09-20                35,292              0 109,291         0            0         0
LinearRegression Z1524001 2006-09-21                25,278              0  84,013         0            0         0
LinearRegression Z1524001 2006-09-22                29,843              0  54,170         0            0         0
LinearRegression Z1524001 2006-09-23                39,256              0  14,914         0            0         0
LinearRegression Z1524001 2006-09-24                14,914              0       0         0            0         0
LinearRegression Z0276001 2006-09-25                50,619        323,169 272,550         1            0     3,232
LinearRegression Z0276001 2006-09-26               103,194              0 169,355         0            0         0
LinearRegression Z0276001 2006-09-27                58,283              0 111,072         0            0         0
LinearRegression Z0276001 2006-09-28                42,498              0  68,574         0            0         0
LinearRegression Z0276001 2006-09-29                45,545              0  23,029         0            0         0
LinearRegression Z0276001 2006-09-30                12,614              0  10,415         0            0         0
LinearRegression Z0276001 2006-10-01                10,415              0       0         0            0         0
LinearRegression Z0386002 2006-09-25                11,925        133,047 121,122         1            0     1,330
LinearRegression Z0386002 2006-09-26                17,679              0 103,444         0            0         0
LinearRegression Z0386002 2006-09-27                22,817              0  80,627         0            0         0
LinearRegression Z0386002 2006-09-28                23,807              0  56,819         0            0         0
LinearRegression Z0386002 2006-09-29                33,805              0  23,014         0            0         0
LinearRegression Z0386002 2006-09-30                11,850              0  11,165         0            0         0
LinearRegression Z0386002 2006-10-01                11,165              0       0         0            0         0
LinearRegression Z0646002 2006-09-25                62,500        330,173 267,673         1            0     3,302
LinearRegression Z0646002 2006-09-26                58,002              0 209,671         0            0         0
LinearRegression Z0646002 2006-09-27                58,948              0 150,723         0            0         0
LinearRegression Z0646002 2006-09-28                49,858              0 100,866         0            0         0
LinearRegression Z0646002 2006-09-29                52,944              0  47,922         0            0         0
LinearRegression Z0646002 2006-09-30                37,287              0  10,635         0            0         0
LinearRegression Z0646002 2006-10-01                10,635              0       0         0            0         0
LinearRegression Z1031001 2006-09-25                 5,482        162,591 157,109         1            0     1,626
LinearRegression Z1031001 2006-09-26                22,442              0 134,667         0            0         0
