"ATM_ID,""ATM_NUMBER"",""DATE"",""ATM_WITHDRWLS"",""ATM_WITHDRWLS_SCALED"",""DAY_OF_WEEK"",""DAY_IN_MONTH"",""MONTH"",""YEAR"",""ATM_WITHDRWLS_1WEEKAGO"",""ATM_WITHDRWLS_2WEEKAGO"",""AVG_ATM_WITHDRW_PREVMONTH"",""FIRSTWORKDAY"",""LASTWORKDAY"",""IsSaturday"",""IsSunday"",""HOLIDAY"""
"Z0241002,""1"",""23/08/2007"",""81170"",""0.24"",""5"",""23"",""8"",""2007"",""25400"",""21980"",""81772.903"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""23/08/2007"",""107925"",""0.32"",""5"",""23"",""8"",""2007"",""46590"",""45600"",""74180.161"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""23/08/2007"",""37940"",""0.11"",""5"",""23"",""8"",""2007"",""9220"",""20610"",""29471.29"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""23/08/2007"",""173240"",""0.51"",""5"",""23"",""8"",""2007"",""44480"",""26600"",""93871.774"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""23/08/2007"",""74910"",""0.22"",""5"",""23"",""8"",""2007"",""12940"",""10650"",""42101.29"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""22/08/2007"",""121650"",""0.36"",""4"",""22"",""8"",""2007"",""50350"",""29620"",""82546.452"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""22/08/2007"",""113935"",""0.33"",""4"",""22"",""8"",""2007"",""54190"",""52430"",""75647.258"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""22/08/2007"",""60230"",""0.18"",""4"",""22"",""8"",""2007"",""17640"",""14130"",""29285.161"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""22/08/2007"",""169410"",""0.5"",""4"",""22"",""8"",""2007"",""30640"",""28985"",""95623.71"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""22/08/2007"",""71330"",""0.21"",""4"",""22"",""8"",""2007"",""12640"",""12000"",""42611.452"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""21/08/2007"",""153540"",""0.45"",""3"",""21"",""8"",""2007"",""21720"",""61960"",""82035.484"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""21/08/2007"",""141170"",""0.41"",""3"",""21"",""8"",""2007"",""34220"",""79835"",""76843.065"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""21/08/2007"",""73160"",""0.21"",""3"",""21"",""8"",""2007"",""8930"",""36320"",""29715.806"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""21/08/2007"",""283500"",""0.83"",""3"",""21"",""8"",""2007"",""20355"",""51505"",""96680.968"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""21/08/2007"",""112480"",""0.33"",""3"",""21"",""8"",""2007"",""7695"",""19340"",""43034.516"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""20/08/2007"",""93050"",""0.27"",""2"",""20"",""8"",""2007"",""16640"",""67060"",""83078.065"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""20/08/2007"",""134970"",""0.39"",""2"",""20"",""8"",""2007"",""39560"",""116185"",""79460.968"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""20/08/2007"",""65250"",""0.19"",""2"",""20"",""8"",""2007"",""6230"",""37590"",""30314.194"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""20/08/2007"",""240995"",""0.71"",""2"",""20"",""8"",""2007"",""18255"",""62475"",""101029.032"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""20/08/2007"",""85210"",""0.25"",""2"",""20"",""8"",""2007"",""18040"",""75200"",""44653.71"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""19/08/2007"",""26200"",""0.08"",""1"",""19"",""8"",""2007"",""7040"",""40550"",""82259.677"",""1"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""19/08/2007"",""17680"",""0.05"",""1"",""19"",""8"",""2007"",""14630"",""34970"",""81153.871"",""1"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""19/08/2007"",""18290"",""0.05"",""1"",""19"",""8"",""2007"",""5050"",""10580"",""30196.774"",""1"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""19/08/2007"",""60780"",""0.18"",""1"",""19"",""8"",""2007"",""10170"",""10140"",""102446.29"",""1"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""19/08/2007"",""14985"",""0.04"",""1"",""19"",""8"",""2007"",""1300"",""22135"",""44251.935"",""1"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""18/08/2007"",""50910"",""0.15"",""7"",""18"",""8"",""2007"",""12330"",""82800"",""78952.903"",""0"",""1"",""0"",""1"",""1"""
"Z0951001,""2"",""18/08/2007"",""68060"",""0.2"",""7"",""18"",""8"",""2007"",""28740"",""62575"",""76673.548"",""0"",""1"",""0"",""1"",""1"""
"Z1031001,""3"",""18/08/2007"",""27940"",""0.08"",""7"",""18"",""8"",""2007"",""7580"",""22310"",""28240.323"",""0"",""1"",""0"",""1"",""1"""
"Z1119001,""4"",""18/08/2007"",""147545"",""0.43"",""7"",""18"",""8"",""2007"",""18815"",""75460"",""98279.032"",""0"",""1"",""0"",""1"",""1"""
"Z1899001,""5"",""18/08/2007"",""38505"",""0.11"",""7"",""18"",""8"",""2007"",""5365"",""32945"",""41610"",""0"",""1"",""0"",""1"",""1"""
"Z0241002,""1"",""17/08/2007"",""113530"",""0.33"",""6"",""17"",""8"",""2007"",""20840"",""79640"",""78568.065"",""0"",""0"",""1"",""0"",""1"""
"Z0951001,""2"",""17/08/2007"",""95790"",""0.28"",""6"",""17"",""8"",""2007"",""52010"",""84225"",""75068.71"",""0"",""0"",""1"",""0"",""1"""
"Z1031001,""3"",""17/08/2007"",""67710"",""0.2"",""6"",""17"",""8"",""2007"",""8150"",""41750"",""27260.645"",""0"",""0"",""1"",""0"",""1"""
"Z1119001,""4"",""17/08/2007"",""241090"",""0.71"",""6"",""17"",""8"",""2007"",""27600"",""68925"",""98265.161"",""0"",""0"",""1"",""0"",""1"""
"Z1899001,""5"",""17/08/2007"",""59085"",""0.17"",""6"",""17"",""8"",""2007"",""8365"",""41300"",""40588.226"",""0"",""0"",""1"",""0"",""1"""
"Z0241002,""1"",""16/08/2007"",""25400"",""0.07"",""5"",""16"",""8"",""2007"",""21980"",""80110"",""78592.903"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""16/08/2007"",""46590"",""0.14"",""5"",""16"",""8"",""2007"",""45600"",""85885"",""74040.323"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""16/08/2007"",""9220"",""0.03"",""5"",""16"",""8"",""2007"",""20610"",""27060"",""27044.839"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""16/08/2007"",""44480"",""0.13"",""5"",""16"",""8"",""2007"",""26600"",""71010"",""97659.516"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""16/08/2007"",""12940"",""0.04"",""5"",""16"",""8"",""2007"",""10650"",""46750"",""40709.516"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""15/08/2007"",""50350"",""0.15"",""4"",""15"",""8"",""2007"",""29620"",""23270"",""81214.516"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""15/08/2007"",""54190"",""0.16"",""4"",""15"",""8"",""2007"",""52430"",""70910"",""79065.484"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""15/08/2007"",""17640"",""0.05"",""4"",""15"",""8"",""2007"",""14130"",""13930"",""28491.613"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""15/08/2007"",""30640"",""0.09"",""4"",""15"",""8"",""2007"",""28985"",""67135"",""103695.161"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""15/08/2007"",""12640"",""0.04"",""4"",""15"",""8"",""2007"",""12000"",""31880"",""42453.387"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""14/08/2007"",""21720"",""0.06"",""3"",""14"",""8"",""2007"",""61960"",""20430"",""80505.161"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""14/08/2007"",""34220"",""0.1"",""3"",""14"",""8"",""2007"",""79835"",""38965"",""79235.806"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""14/08/2007"",""8930"",""0.03"",""3"",""14"",""8"",""2007"",""36320"",""9610"",""28552.258"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""14/08/2007"",""20355"",""0.06"",""3"",""14"",""8"",""2007"",""51505"",""41055"",""104728.065"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""14/08/2007"",""7695"",""0.02"",""3"",""14"",""8"",""2007"",""19340"",""13615"",""41801.452"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""13/08/2007"",""16640"",""0.05"",""2"",""13"",""8"",""2007"",""67060"",""36060"",""79670.968"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""13/08/2007"",""39560"",""0.12"",""2"",""13"",""8"",""2007"",""116185"",""50430"",""77868.065"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""13/08/2007"",""6230"",""0.02"",""2"",""13"",""8"",""2007"",""37590"",""26680"",""27610.968"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""13/08/2007"",""18255"",""0.05"",""2"",""13"",""8"",""2007"",""62475"",""47250"",""102462.903"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""13/08/2007"",""18040"",""0.05"",""2"",""13"",""8"",""2007"",""75200"",""20805"",""41484.516"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""12/08/2007"",""7040"",""0.02"",""1"",""12"",""8"",""2007"",""40550"",""9600"",""81169.032"",""1"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""12/08/2007"",""14630"",""0.04"",""1"",""12"",""8"",""2007"",""34970"",""14380"",""78490"",""1"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""12/08/2007"",""5050"",""0.01"",""1"",""12"",""8"",""2007"",""10580"",""6910"",""28217.742"",""1"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""12/08/2007"",""10170"",""0.03"",""1"",""12"",""8"",""2007"",""10140"",""16330"",""103833.71"",""1"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""12/08/2007"",""1300"",""0"",""1"",""12"",""8"",""2007"",""22135"",""4460"",""41184.355"",""1"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""11/08/2007"",""12330"",""0.04"",""7"",""11"",""8"",""2007"",""82800"",""41220"",""80558.065"",""0"",""1"",""0"",""1"",""1"""
"Z0951001,""2"",""11/08/2007"",""28740"",""0.08"",""7"",""11"",""8"",""2007"",""62575"",""32425"",""76295.806"",""0"",""1"",""0"",""1"",""1"""
"Z1031001,""3"",""11/08/2007"",""7580"",""0.02"",""7"",""11"",""8"",""2007"",""22310"",""8170"",""27078.71"",""0"",""1"",""0"",""1"",""1"""
"Z1119001,""4"",""11/08/2007"",""18815"",""0.06"",""7"",""11"",""8"",""2007"",""75460"",""35695"",""100395"",""0"",""1"",""0"",""1"",""1"""
"Z1899001,""5"",""11/08/2007"",""5365"",""0.02"",""7"",""11"",""8"",""2007"",""32945"",""8310"",""39845.806"",""0"",""1"",""0"",""1"",""1"""
"Z0241002,""1"",""10/08/2007"",""20840"",""0.06"",""6"",""10"",""8"",""2007"",""79640"",""63930"",""77967.742"",""0"",""0"",""1"",""0"",""1"""
"Z0951001,""2"",""10/08/2007"",""52010"",""0.15"",""6"",""10"",""8"",""2007"",""84225"",""78325"",""75216.774"",""0"",""0"",""1"",""0"",""1"""
"Z1031001,""3"",""10/08/2007"",""8150"",""0.02"",""6"",""10"",""8"",""2007"",""41750"",""35600"",""26369.032"",""0"",""0"",""1"",""0"",""1"""
"Z1119001,""4"",""10/08/2007"",""27600"",""0.08"",""6"",""10"",""8"",""2007"",""68925"",""94700"",""97948.226"",""0"",""0"",""1"",""0"",""1"""
"Z1899001,""5"",""10/08/2007"",""8365"",""0.02"",""6"",""10"",""8"",""2007"",""41300"",""40390"",""38708.065"",""0"",""0"",""1"",""0"",""1"""
"Z0241002,""1"",""09/08/2007"",""21980"",""0.06"",""5"",""9"",""8"",""2007"",""80110"",""161180"",""76752.581"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""09/08/2007"",""45600"",""0.13"",""5"",""9"",""8"",""2007"",""85885"",""134155"",""75424.677"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""09/08/2007"",""20610"",""0.06"",""5"",""9"",""8"",""2007"",""27060"",""80270"",""26309.355"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""09/08/2007"",""26600"",""0.08"",""5"",""9"",""8"",""2007"",""71010"",""231550"",""98874.355"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""09/08/2007"",""10650"",""0.03"",""5"",""9"",""8"",""2007"",""46750"",""111660"",""38664.355"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""08/08/2007"",""29620"",""0.09"",""4"",""8"",""8"",""2007"",""23270"",""144780"",""75276.452"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""08/08/2007"",""52430"",""0.15"",""4"",""8"",""8"",""2007"",""70910"",""166235"",""76334.032"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""08/08/2007"",""14130"",""0.04"",""4"",""8"",""8"",""2007"",""13930"",""82920"",""26568.065"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""08/08/2007"",""28985"",""0.08"",""4"",""8"",""8"",""2007"",""67135"",""220035"",""99513.226"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""08/08/2007"",""12000"",""0.04"",""4"",""8"",""8"",""2007"",""31880"",""102475"",""39037.742"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""07/08/2007"",""61960"",""0.18"",""3"",""7"",""8"",""2007"",""20430"",""75560"",""73819.677"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""07/08/2007"",""79835"",""0.23"",""3"",""7"",""8"",""2007"",""38965"",""119200"",""76936.774"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""07/08/2007"",""36320"",""0.11"",""3"",""7"",""8"",""2007"",""9610"",""65890"",""26665.484"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""07/08/2007"",""51505"",""0.15"",""3"",""7"",""8"",""2007"",""41055"",""195315"",""99869.194"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""07/08/2007"",""19340"",""0.06"",""3"",""7"",""8"",""2007"",""13615"",""66615"",""39533.871"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""06/08/2007"",""67060"",""0.2"",""2"",""6"",""8"",""2007"",""36060"",""126710"",""71196.452"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""06/08/2007"",""116185"",""0.34"",""2"",""6"",""8"",""2007"",""50430"",""143190"",""77247.903"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""06/08/2007"",""37590"",""0.11"",""2"",""6"",""8"",""2007"",""26680"",""73360"",""26773.226"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""06/08/2007"",""62475"",""0.18"",""2"",""6"",""8"",""2007"",""47250"",""257685"",""100780.161"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""06/08/2007"",""75200"",""0.22"",""2"",""6"",""8"",""2007"",""20805"",""93770"",""39831.613"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""05/08/2007"",""40550"",""0.12"",""1"",""5"",""8"",""2007"",""9600"",""52770"",""66604.516"",""1"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""05/08/2007"",""34970"",""0.1"",""1"",""5"",""8"",""2007"",""14380"",""16720"",""78189.839"",""1"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""05/08/2007"",""10580"",""0.03"",""1"",""5"",""8"",""2007"",""6910"",""25950"",""27016.774"",""1"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""05/08/2007"",""10140"",""0.03"",""1"",""5"",""8"",""2007"",""16330"",""74450"",""103319.194"",""1"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""05/08/2007"",""22135"",""0.06"",""1"",""5"",""8"",""2007"",""4460"",""42910"",""40475.645"",""1"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""04/08/2007"",""82800"",""0.24"",""7"",""4"",""8"",""2007"",""41220"",""90530"",""62986.452"",""0"",""1"",""0"",""1"",""1"""
"Z0951001,""2"",""04/08/2007"",""62575"",""0.18"",""7"",""4"",""8"",""2007"",""32425"",""79880"",""77655.968"",""0"",""1"",""0"",""1"",""1"""
"Z1031001,""3"",""04/08/2007"",""22310"",""0.07"",""7"",""4"",""8"",""2007"",""8170"",""55220"",""26817.097"",""0"",""1"",""0"",""1"",""1"""
"Z1119001,""4"",""04/08/2007"",""75460"",""0.22"",""7"",""4"",""8"",""2007"",""35695"",""169485"",""103904.355"",""0"",""1"",""0"",""1"",""1"""
"Z1899001,""5"",""04/08/2007"",""32945"",""0.1"",""7"",""4"",""8"",""2007"",""8310"",""61360"",""40425.968"",""0"",""1"",""0"",""1"",""1"""
"Z0241002,""1"",""03/08/2007"",""79640"",""0.23"",""6"",""3"",""8"",""2007"",""63930"",""117070"",""63334.516"",""0"",""0"",""1"",""0"",""1"""
"Z0951001,""2"",""03/08/2007"",""84225"",""0.25"",""6"",""3"",""8"",""2007"",""78325"",""144560"",""77960.645"",""0"",""0"",""1"",""0"",""1"""
"Z1031001,""3"",""03/08/2007"",""41750"",""0.12"",""6"",""3"",""8"",""2007"",""35600"",""80370"",""26809.032"",""0"",""0"",""1"",""0"",""1"""
"Z1119001,""4"",""03/08/2007"",""68925"",""0.2"",""6"",""3"",""8"",""2007"",""94700"",""288745"",""104378.226"",""0"",""0"",""1"",""0"",""1"""
"Z1899001,""5"",""03/08/2007"",""41300"",""0.12"",""6"",""3"",""8"",""2007"",""40390"",""72615"",""40566.452"",""0"",""0"",""1"",""0"",""1"""
"Z0241002,""1"",""02/08/2007"",""80110"",""0.23"",""5"",""2"",""8"",""2007"",""161180"",""85900"",""65064.194"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""02/08/2007"",""85885"",""0.25"",""5"",""2"",""8"",""2007"",""134155"",""107830"",""78515.323"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""02/08/2007"",""27060"",""0.08"",""5"",""2"",""8"",""2007"",""80270"",""42970"",""27306.129"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""02/08/2007"",""71010"",""0.21"",""5"",""2"",""8"",""2007"",""231550"",""175790"",""106962.419"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""02/08/2007"",""46750"",""0.14"",""5"",""2"",""8"",""2007"",""111660"",""66345"",""41305.806"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""01/08/2007"",""23270"",""0.07"",""4"",""1"",""8"",""2007"",""144780"",""83830"",""66579.032"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""01/08/2007"",""70910"",""0.21"",""4"",""1"",""8"",""2007"",""166235"",""97210"",""81402.419"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""01/08/2007"",""13930"",""0.04"",""4"",""1"",""8"",""2007"",""82920"",""45790"",""27907.742"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""01/08/2007"",""67135"",""0.2"",""4"",""1"",""8"",""2007"",""220035"",""199050"",""111236.935"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""01/08/2007"",""31880"",""0.09"",""4"",""1"",""8"",""2007"",""102475"",""55005"",""43489.032"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""31/07/2007"",""20430"",""0.06"",""3"",""31"",""7"",""2007"",""75560"",""128430"",""65653.871"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""31/07/2007"",""38965"",""0.11"",""3"",""31"",""7"",""2007"",""119200"",""86370"",""80497.419"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""31/07/2007"",""9610"",""0.03"",""3"",""31"",""7"",""2007"",""65890"",""46540"",""27907.097"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""31/07/2007"",""41055"",""0.12"",""3"",""31"",""7"",""2007"",""195315"",""174975"",""111634.032"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""31/07/2007"",""13615"",""0.04"",""3"",""31"",""7"",""2007"",""66615"",""53580"",""43761.129"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""30/07/2007"",""36060"",""0.11"",""2"",""30"",""7"",""2007"",""126710"",""87500"",""66677.097"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""30/07/2007"",""50430"",""0.15"",""2"",""30"",""7"",""2007"",""143190"",""63560"",""82597.903"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""30/07/2007"",""26680"",""0.08"",""2"",""30"",""7"",""2007"",""73360"",""15050"",""28860"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""30/07/2007"",""47250"",""0.14"",""2"",""30"",""7"",""2007"",""257685"",""49625"",""113540.323"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""30/07/2007"",""20805"",""0.06"",""2"",""30"",""7"",""2007"",""93770"",""24125"",""45148.065"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""29/07/2007"",""9600"",""0.03"",""1"",""29"",""7"",""2007"",""52770"",""67580"",""64386.774"",""1"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""29/07/2007"",""14380"",""0.04"",""1"",""29"",""7"",""2007"",""16720"",""18010"",""80930.161"",""1"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""29/07/2007"",""6910"",""0.02"",""1"",""29"",""7"",""2007"",""25950"",""4520"",""27721.129"",""1"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""29/07/2007"",""16330"",""0.05"",""1"",""29"",""7"",""2007"",""74450"",""19640"",""112296.129"",""1"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""29/07/2007"",""4460"",""0.01"",""1"",""29"",""7"",""2007"",""42910"",""5620"",""43691.129"",""1"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""28/07/2007"",""41220"",""0.12"",""7"",""28"",""7"",""2007"",""90530"",""78430"",""63162.258"",""0"",""1"",""0"",""1"",""1"""
"Z0951001,""2"",""28/07/2007"",""32425"",""0.09"",""7"",""28"",""7"",""2007"",""79880"",""26000"",""77673.71"",""0"",""1"",""0"",""1"",""1"""
"Z1031001,""3"",""28/07/2007"",""8170"",""0.02"",""7"",""28"",""7"",""2007"",""55220"",""6950"",""26858.871"",""0"",""1"",""0"",""1"",""1"""
"Z1119001,""4"",""28/07/2007"",""35695"",""0.1"",""7"",""28"",""7"",""2007"",""169485"",""26260"",""111004.516"",""0"",""1"",""0"",""1"",""1"""
"Z1899001,""5"",""28/07/2007"",""8310"",""0.02"",""7"",""28"",""7"",""2007"",""61360"",""7575"",""42264.677"",""0"",""1"",""0"",""1"",""1"""
"Z0241002,""1"",""27/07/2007"",""63930"",""0.19"",""6"",""27"",""7"",""2007"",""117070"",""120200"",""63308.065"",""0"",""0"",""1"",""0"",""1"""
"Z0951001,""2"",""27/07/2007"",""78325"",""0.23"",""6"",""27"",""7"",""2007"",""144560"",""36960"",""78157.903"",""0"",""0"",""1"",""0"",""1"""
"Z1031001,""3"",""27/07/2007"",""35600"",""0.1"",""6"",""27"",""7"",""2007"",""80370"",""8190"",""26825.968"",""0"",""0"",""1"",""0"",""1"""
"Z1119001,""4"",""27/07/2007"",""94700"",""0.28"",""6"",""27"",""7"",""2007"",""288745"",""21180"",""110930.484"",""0"",""0"",""1"",""0"",""1"""
"Z1899001,""5"",""27/07/2007"",""40390"",""0.12"",""6"",""27"",""7"",""2007"",""72615"",""10830"",""41508.387"",""0"",""0"",""1"",""0"",""1"""
"Z0241002,""1"",""26/07/2007"",""161180"",""0.47"",""5"",""26"",""7"",""2007"",""85900"",""198740"",""63107.419"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""26/07/2007"",""134155"",""0.39"",""5"",""26"",""7"",""2007"",""107830"",""46910"",""78563.226"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""26/07/2007"",""80270"",""0.23"",""5"",""26"",""7"",""2007"",""42970"",""12870"",""27184.516"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""26/07/2007"",""231550"",""0.68"",""5"",""26"",""7"",""2007"",""175790"",""17140"",""111348.71"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""26/07/2007"",""111660"",""0.33"",""5"",""26"",""7"",""2007"",""66345"",""8065"",""40835.806"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""25/07/2007"",""144780"",""0.42"",""4"",""25"",""7"",""2007"",""83830"",""127060"",""63017.419"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""25/07/2007"",""166235"",""0.49"",""4"",""25"",""7"",""2007"",""97210"",""41850"",""78453.871"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""25/07/2007"",""82920"",""0.24"",""4"",""25"",""7"",""2007"",""45790"",""9150"",""27579.516"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""25/07/2007"",""220035"",""0.64"",""4"",""25"",""7"",""2007"",""199050"",""26745"",""111982.097"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""25/07/2007"",""102475"",""0.3"",""4"",""25"",""7"",""2007"",""55005"",""8770"",""40788.71"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""24/07/2007"",""75560"",""0.22"",""3"",""24"",""7"",""2007"",""128430"",""31870"",""62701.935"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""24/07/2007"",""119200"",""0.35"",""3"",""24"",""7"",""2007"",""86370"",""46995"",""78751.452"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""24/07/2007"",""65890"",""0.19"",""3"",""24"",""7"",""2007"",""46540"",""10370"",""27922.903"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""24/07/2007"",""195315"",""0.57"",""3"",""24"",""7"",""2007"",""174975"",""34610"",""112203.387"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""24/07/2007"",""66615"",""0.19"",""3"",""24"",""7"",""2007"",""53580"",""19595"",""40890.645"",""0"",""0"",""0"",""0"",""1"""
"Z0241002,""1"",""23/07/2007"",""126710"",""0.37"",""2"",""23"",""7"",""2007"",""87500"",""51540"",""62711.29"",""0"",""0"",""0"",""0"",""1"""
"Z0951001,""2"",""23/07/2007"",""143190"",""0.42"",""2"",""23"",""7"",""2007"",""63560"",""75715"",""78812.742"",""0"",""0"",""0"",""0"",""1"""
"Z1031001,""3"",""23/07/2007"",""73360"",""0.21"",""2"",""23"",""7"",""2007"",""15050"",""13310"",""28354.839"",""0"",""0"",""0"",""0"",""1"""
"Z1119001,""4"",""23/07/2007"",""257685"",""0.75"",""2"",""23"",""7"",""2007"",""49625"",""44095"",""111781.29"",""0"",""0"",""0"",""0"",""1"""
"Z1899001,""5"",""23/07/2007"",""93770"",""0.27"",""2"",""23"",""7"",""2007"",""24125"",""21480"",""40663.387"",""0"",""0"",""0"",""0"",""1"""
