ATM,Date,Predicted_Withdrawal,Refill_Amount,Stock,Out_of_Cash,Day_Cost
Z0276001,2006-12-12,61017.38016969447,0.0,19867774.160017345,0,0.0
Z0386002,2006-12-12,75428.08723355504,0.0,19846904.168726522,0,0.0
Z0646002,2006-12-12,91975.63698097316,0.0,19789983.234250903,0,0.0
Z1031001,2006-12-12,48902.766664215334,0.0,19913168.6694843,0,0.0
Z1524001,2006-12-12,67122.4937352948,0.0,19862190.608954746,0,0.0
Z0276001,2006-12-13,95037.2002430504,0.0,19772736.959774293,0,0.0
Z0386002,2006-12-13,104915.00773046933,0.0,19741989.160996053,0,0.0
Z0646002,2006-12-13,123573.29377294189,0.0,19666409.94047796,0,0.0
Z1031001,2006-12-13,31895.240076690843,0.0,19881273.429407608,0,0.0
Z1524001,2006-12-13,69553.77482211258,0.0,19792636.834132634,0,0.0
Z0276001,2006-12-14,68615.92277566149,0.0,19704121.036998633,0,0.0
Z0386002,2006-12-14,98309.28040050488,0.0,19643679.88059555,0,0.0
Z0646002,2006-12-14,128163.67898087658,0.0,19538246.261497084,0,0.0
Z1031001,2006-12-14,30972.672710231578,0.0,19850300.756697375,0,0.0
Z1524001,2006-12-14,82103.93470059159,0.0,19710532.89943204,0,0.0
Z0276001,2006-12-15,91821.66630249724,0.0,19612299.370696135,0,0.0
Z0386002,2006-12-15,171857.6946353807,0.0,19471822.18596017,0,0.0
Z0646002,2006-12-15,204793.27970236508,0.0,19333452.98179472,0,0.0
Z1031001,2006-12-15,123821.17334372597,0.0,19726479.58335365,0,0.0
Z1524001,2006-12-15,123469.81786336123,0.0,19587063.08156868,0,0.0
Z0276001,2006-12-16,61034.174970651045,0.0,19551265.195725486,0,0.0
Z0386002,2006-12-16,91677.84064806454,0.0,19380144.345312104,0,0.0
Z0646002,2006-12-16,88352.81904127577,0.0,19245100.162753444,0,0.0
Z1031001,2006-12-16,64533.3760313108,0.0,19661946.20732234,0,0.0
Z1524001,2006-12-16,68967.35547072723,0.0,19518095.726097953,0,0.0
Z0276001,2006-12-17,31091.782833777863,0.0,19520173.41289171,0,0.0
Z0386002,2006-12-17,37961.76072661754,0.0,19342182.584585488,0,0.0
Z0646002,2006-12-17,47200.20191299012,0.0,19197899.960840452,0,0.0
Z1031001,2006-12-17,26338.952312236073,0.0,19635607.255010106,0,0.0
Z1524001,2006-12-17,30492.274133480627,0.0,19487603.45196447,0,0.0
Z0276001,2006-12-18,55877.10425736583,479826.5871082917,19944122.895742632,0,4798.265871082917
Z0386002,2006-12-18,32605.26423915429,657817.4154145122,19967394.735760845,0,6578.174154145122
Z0646002,2006-12-18,141295.0272433371,802100.0391595475,19858704.97275666,0,8021.000391595476
Z1031001,2006-12-18,57415.04573381068,364392.74498989433,19942584.95426619,0,3643.9274498989435
Z1524001,2006-12-18,67143.02457392002,512396.5480355285,19932856.97542608,0,5123.965480355285
Z0276001,2006-12-19,33667.51926162081,0.0,19910455.37648101,0,0.0
Z0386002,2006-12-19,38952.08356706013,0.0,19928442.652193785,0,0.0
Z0646002,2006-12-19,77392.08540013811,0.0,19781312.887356523,0,0.0
Z1031001,2006-12-19,20552.989159596393,0.0,19922031.965106595,0,0.0
Z1524001,2006-12-19,42856.68121213213,0.0,19890000.29421395,0,0.0
Z0276001,2006-12-20,30265.532129703402,0.0,19880189.844351307,0,0.0
Z0386002,2006-12-20,26880.634202543904,0.0,19901562.01799124,0,0.0
Z0646002,2006-12-20,66004.1092071359,0.0,19715308.77814939,0,0.0
Z1031001,2006-12-20,13066.001478983566,0.0,19908965.96362761,0,0.0
Z1524001,2006-12-20,27176.64855916239,0.0,19862823.64565479,0,0.0
Z0276001,2006-12-21,29217.589711307275,0.0,19850972.254639998,0,0.0
Z0386002,2006-12-21,39134.29804464188,0.0,19862427.7199466,0,0.0
Z0646002,2006-12-21,61577.34701360381,0.0,19653731.431135785,0,0.0
Z1031001,2006-12-21,9239.530687173643,0.0,19899726.43294044,0,0.0
Z1524001,2006-12-21,26525.92463921597,0.0,19836297.721015573,0,0.0
Z0276001,2006-12-22,26018.890194771313,0.0,19824953.364445228,0,0.0
Z0386002,2006-12-22,36914.73574621734,0.0,19825512.984200384,0,0.0
Z0646002,2006-12-22,55010.74532447397,0.0,19598720.68581131,0,0.0
Z1031001,2006-12-22,8274.749646447937,0.0,19891451.68329399,0,0.0
Z1524001,2006-12-22,37362.84651763197,0.0,19798934.87449794,0,0.0
Z0276001,2006-12-23,29473.107875322465,0.0,19795480.256569907,0,0.0
Z0386002,2006-12-23,27273.101168224628,0.0,19798239.883032158,0,0.0
Z0646002,2006-12-23,32368.27890241095,0.0,19566352.4069089,0,0.0
Z1031001,2006-12-23,7790.349551772891,0.0,19883661.333742216,0,0.0
Z1524001,2006-12-23,33147.96228325749,0.0,19765786.91221468,0,0.0
Z0276001,2006-12-24,33428.78437408251,0.0,19762051.472195823,0,0.0
Z0386002,2006-12-24,20499.320192915442,0.0,19777740.562839244,0,0.0
Z0646002,2006-12-24,47690.604892304684,0.0,19518661.802016594,0,0.0
Z1031001,2006-12-24,6535.486980942538,0.0,19877125.846761275,0,0.0
Z1524001,2006-12-24,38711.00605155382,0.0,19727075.906163126,0,0.0
Z0276001,2006-12-25,48642.33040678945,237948.52780417725,19951357.66959321,0,2379.4852780417727
Z0386002,2006-12-25,26253.865376370268,222259.43716075644,19973746.134623628,0,2222.5943716075644
Z0646002,2006-12-25,46178.975693144144,481338.1979834065,19953821.024306856,0,4813.381979834065
Z1031001,2006-12-25,14419.498698162997,122874.15323872492,19985580.501301836,0,1228.7415323872492
Z1524001,2006-12-25,56915.367528187286,272924.09383687377,19943084.63247181,0,2729.2409383687377
Z0276001,2006-12-26,56576.31446566492,0.0,19894781.355127547,0,0.0
Z0386002,2006-12-26,27163.918590973084,0.0,19946582.216032654,0,0.0
Z0646002,2006-12-26,74420.70967054948,0.0,19879400.314636305,0,0.0
Z1031001,2006-12-26,10482.440872461493,0.0,19975098.060429376,0,0.0
Z1524001,2006-12-26,77821.64035923516,0.0,19865262.992112577,0,0.0
Z0276001,2006-12-27,53352.95752969086,0.0,19841428.397597857,0,0.0
Z0386002,2006-12-27,32137.9834503356,0.0,19914444.23258232,0,0.0
Z0646002,2006-12-27,72954.535881162,0.0,19806445.778755143,0,0.0
Z1031001,2006-12-27,16265.82983344184,0.0,19958832.230595935,0,0.0
Z1524001,2006-12-27,85975.93491800188,0.0,19779287.057194576,0,0.0
Z0276001,2006-12-28,61121.4111743657,0.0,19780306.986423492,0,0.0
Z0386002,2006-12-28,33355.34853767855,0.0,19881088.88404464,0,0.0
Z0646002,2006-12-28,87191.71408064579,0.0,19719254.064674497,0,0.0
Z1031001,2006-12-28,13533.007262048837,0.0,19945299.223333888,0,0.0
Z1524001,2006-12-28,69587.69726255904,0.0,19709699.359932017,0,0.0
Z0276001,2006-12-29,66684.90893121297,0.0,19713622.077492278,0,0.0
Z0386002,2006-12-29,40567.66915686504,0.0,19840521.214887775,0,0.0
Z0646002,2006-12-29,90133.43754155493,0.0,19629120.62713294,0,0.0
Z1031001,2006-12-29,16461.958299609512,0.0,19928837.265034277,0,0.0
Z1524001,2006-12-29,53790.08813450031,0.0,19655909.271797515,0,0.0
Z0276001,2006-12-30,63629.06408251844,0.0,19649993.01340976,0,0.0
Z0386002,2006-12-30,34313.71335136659,0.0,19806207.50153641,0,0.0
Z0646002,2006-12-30,62865.06561344815,0.0,19566255.561519492,0,0.0
Z1031001,2006-12-30,13172.047518669651,0.0,19915665.217515606,0,0.0
Z1524001,2006-12-30,30696.876894897563,0.0,19625212.394902617,0,0.0
Z0276001,2006-12-31,31255.460665569917,0.0,19618737.55274419,0,0.0
Z0386002,2006-12-31,20368.583158958085,0.0,19785838.91837745,0,0.0
Z0646002,2006-12-31,24908.149810687148,0.0,19541347.411708806,0,0.0
Z1031001,2006-12-31,6689.3704235524565,0.0,19908975.847092055,0,0.0
Z1524001,2006-12-31,14921.921863968118,0.0,19610290.473038647,0,0.0
Z0276001,2007-01-01,37088.55274282992,381262.44725580886,19962911.44725717,0,3812.6244725580887
Z0386002,2007-01-01,17177.212528386255,214161.0816225484,19982822.787471615,0,2141.610816225484
Z0646002,2007-01-01,38211.53651754887,458652.5882911943,19961788.46348245,0,4586.525882911943
Z1031001,2007-01-01,14784.913835903102,91024.15290794522,19985215.0861641,0,910.2415290794522
Z1524001,2007-01-01,33021.383489294574,389709.5269613527,19966978.616510704,0,3897.095269613527
Z0276001,2007-01-02,27552.75762454966,0.0,19935358.68963262,0,0.0
Z0386002,2007-01-02,14755.36570021174,0.0,19968067.421771403,0,0.0
Z0646002,2007-01-02,32968.966898388884,0.0,19928819.49658406,0,0.0
Z1031001,2007-01-02,7974.254163751794,0.0,19977240.832000345,0,0.0
Z1524001,2007-01-02,16740.207743148003,0.0,19950238.408767555,0,0.0
Z0276001,2007-01-03,30421.86881388935,0.0,19904936.82081873,0,0.0
Z0386002,2007-01-03,21726.62733817942,0.0,19946340.794433225,0,0.0
Z0646002,2007-01-03,21448.56415289067,0.0,19907370.932431173,0,0.0
Z1031001,2007-01-03,9006.524528642922,0.0,19968234.307471704,0,0.0
Z1524001,2007-01-03,18134.035046573386,0.0,19932104.37372098,0,0.0
Z0276001,2007-01-04,44627.533846214305,0.0,19860309.286972515,0,0.0
Z0386002,2007-01-04,19266.959763771985,0.0,19927073.834669452,0,0.0
Z0646002,2007-01-04,25262.934359554416,0.0,19882107.99807162,0,0.0
Z1031001,2007-01-04,10401.731509229276,0.0,19957832.575962473,0,0.0
Z1524001,2007-01-04,16588.90944836803,0.0,19915515.464272615,0,0.0
Z0276001,2007-01-05,38227.5235836872,0.0,19822081.763388827,0,0.0
Z0386002,2007-01-05,31510.301858573977,0.0,19895563.532810878,0,0.0
Z0646002,2007-01-05,20004.837775085743,0.0,19862103.160296533,0,0.0
Z1031001,2007-01-05,7763.017359027166,0.0,19950069.558603447,0,0.0
Z1524001,2007-01-05,17597.44561879012,0.0,19897918.018653825,0,0.0
Z0276001,2007-01-06,48413.291157037886,0.0,19773668.47223179,0,0.0
Z0386002,2007-01-06,51143.8766164421,0.0,19844419.656194437,0,0.0
Z0646002,2007-01-06,25098.70356586936,0.0,19837004.456730664,0,0.0
Z1031001,2007-01-06,8776.215737926901,0.0,19941293.34286552,0,0.0
Z1524001,2007-01-06,11840.673358817454,0.0,19886077.34529501,0,0.0
Z0276001,2007-01-07,39241.57882912623,0.0,19734426.893402666,0,0.0
Z0386002,2007-01-07,20510.43797066481,0.0,19823909.218223773,0,0.0
Z0646002,2007-01-07,18600.5797657808,0.0,19818403.876964882,0,0.0
Z1031001,2007-01-07,8039.5352813975705,0.0,19933253.80758412,0,0.0
Z1524001,2007-01-07,9530.358320751706,0.0,19876546.986974258,0,0.0
Z0276001,2007-01-08,29301.95112123821,265573.10659733415,19970698.048878763,0,2655.7310659733416
Z0386002,2007-01-08,32957.951138804834,176090.78177622706,19967042.048861194,0,1760.9078177622705
Z0646002,2007-01-08,31922.426083207636,181596.12303511798,19968077.573916793,0,1815.96123035118
Z1031001,2007-01-08,19000.97018733025,66746.19241587818,19980999.02981267,0,667.4619241587818
Z1524001,2007-01-08,44148.385621255016,123453.01302574202,19955851.614378747,0,1234.5301302574203
Z0276001,2007-01-09,38398.96054876792,0.0,19932299.088329993,0,0.0
Z0386002,2007-01-09,45095.852278981794,0.0,19921946.196582213,0,0.0
Z0646002,2007-01-09,28788.63329817217,0.0,19939288.94061862,0,0.0
Z1031001,2007-01-09,17388.92067309431,0.0,19963610.109139577,0,0.0
Z1524001,2007-01-09,32800.00341006131,0.0,19923051.610968687,0,0.0
Z0276001,2007-01-10,47250.79116374579,0.0,19885048.297166247,0,0.0
Z0386002,2007-01-10,80463.04786143456,0.0,19841483.14872078,0,0.0
Z0646002,2007-01-10,108212.71338724275,0.0,19831076.227231376,0,0.0
Z1031001,2007-01-10,37014.8240389592,0.0,19926595.285100617,0,0.0
Z1524001,2007-01-10,63579.9781682136,0.0,19859471.632800475,0,0.0
Z0276001,2007-01-11,63491.17346890088,0.0,19821557.123697344,0,0.0
Z0386002,2007-01-11,97805.64892518507,0.0,19743677.499795593,0,0.0
Z0646002,2007-01-11,101200.66237429566,0.0,19729875.56485708,0,0.0
Z1031001,2007-01-11,39449.75741185904,0.0,19887145.527688757,0,0.0
Z1524001,2007-01-11,86941.89570925401,0.0,19772529.73709122,0,0.0
Z0276001,2007-01-12,116840.81454503203,0.0,19704716.309152313,0,0.0
Z0386002,2007-01-12,164428.43466441846,0.0,19579249.065131176,0,0.0
Z0646002,2007-01-12,132681.47010274394,0.0,19597194.09475434,0,0.0
Z1031001,2007-01-12,94079.65017319788,0.0,19793065.87751556,0,0.0
Z1524001,2007-01-12,97969.32609247301,0.0,19674560.410998747,0,0.0
Z0276001,2007-01-13,53274.999216314005,0.0,19651441.309936,0,0.0
Z0386002,2007-01-13,74514.08719719396,0.0,19504734.97793398,0,0.0
Z0646002,2007-01-13,53449.33510926076,0.0,19543744.75964508,0,0.0
Z1031001,2007-01-13,33205.608262093076,0.0,19759860.269253466,0,0.0
Z1524001,2007-01-13,71389.03767492545,0.0,19603171.37332382,0,0.0
Z0276001,2007-01-14,31151.054361611365,0.0,19620290.255574387,0,0.0
Z0386002,2007-01-14,30338.544317937165,0.0,19474396.433616042,0,0.0
Z0646002,2007-01-14,43555.200687862816,0.0,19500189.558957215,0,0.0
Z1031001,2007-01-14,24193.14815459825,0.0,19735667.12109887,0,0.0
Z1524001,2007-01-14,26258.758914111804,0.0,19576912.614409707,0,0.0
Z0276001,2007-01-15,79988.91161211378,379709.74442561343,19920011.088387888,0,3797.0974442561346
Z0386002,2007-01-15,85681.48515302289,525603.5663839579,19914318.514846977,0,5256.035663839579
Z0646002,2007-01-15,106851.8176838938,499810.4410427846,19893148.182316106,0,4998.104410427846
Z1031001,2007-01-15,41748.89754333476,264332.87890113145,19958251.102456667,0,2643.3287890113147
Z1524001,2007-01-15,62313.266073378545,423087.3855902925,19937686.73392662,0,4230.873855902925
Z0276001,2007-01-16,43846.8993102477,0.0,19876164.18907764,0,0.0
Z0386002,2007-01-16,46690.459960914486,0.0,19867628.05488606,0,0.0
Z0646002,2007-01-16,129437.96580231875,0.0,19763710.216513786,0,0.0
Z1031001,2007-01-16,34492.67631232943,0.0,19923758.426144335,0,0.0
Z1524001,2007-01-16,65917.3383082304,0.0,19871769.39561839,0,0.0
Z0276001,2007-01-17,32842.12277057759,0.0,19843322.066307064,0,0.0
Z0386002,2007-01-17,25091.658649408128,0.0,19842536.396236654,0,0.0
Z0646002,2007-01-17,118270.88996545825,0.0,19645439.326548327,0,0.0
Z1031001,2007-01-17,14660.946975679912,0.0,19909097.479168657,0,0.0
Z1524001,2007-01-17,49953.53094491153,0.0,19821815.86467348,0,0.0
Z0276001,2007-01-18,36864.01221007269,0.0,19806458.054096993,0,0.0
Z0386002,2007-01-18,23491.917952307176,0.0,19819044.478284348,0,0.0
Z0646002,2007-01-18,36546.02315454601,0.0,19608893.30339378,0,0.0
Z1031001,2007-01-18,15432.56544865644,0.0,19893664.91372,0,0.0
Z1524001,2007-01-18,35628.40837657494,0.0,19786187.456296906,0,0.0
Z0276001,2007-01-19,28650.599523997746,0.0,19777807.454572994,0,0.0
Z0386002,2007-01-19,41141.6902706977,0.0,19777902.788013652,0,0.0
Z0646002,2007-01-19,72033.05979454941,0.0,19536860.243599232,0,0.0
Z1031001,2007-01-19,9445.959477658449,0.0,19884218.95424234,0,0.0
Z1524001,2007-01-19,26075.584111601445,0.0,19760111.872185305,0,0.0
Z0276001,2007-01-20,26145.192085881998,0.0,19751662.262487113,0,0.0
Z0386002,2007-01-20,26753.96541523984,0.0,19751148.822598413,0,0.0
Z0646002,2007-01-20,32478.160094401286,0.0,19504382.08350483,0,0.0
Z1031001,2007-01-20,15686.586917563818,0.0,19868532.367324777,0,0.0
Z1524001,2007-01-20,21380.540827298693,0.0,19738731.331358004,0,0.0
Z0276001,2007-01-21,11967.934417825743,0.0,19739694.32806929,0,0.0
Z0386002,2007-01-21,14882.32360227608,0.0,19736266.498996135,0,0.0
Z0646002,2007-01-21,33919.253040946554,0.0,19470462.830463883,0,0.0
Z1031001,2007-01-21,7092.813119041718,0.0,19861439.554205734,0,0.0
Z1524001,2007-01-21,12613.939944146157,0.0,19726117.39141386,0,0.0
Z0276001,2007-01-22,35745.52465732756,260305.67193071172,19964254.475342672,0,2603.0567193071174
Z0386002,2007-01-22,30250.124152477954,263733.50100386515,19969749.875847522,0,2637.3350100386515
Z0646002,2007-01-22,46687.29411669076,529537.1695361175,19953312.70588331,0,5295.371695361175
Z1031001,2007-01-22,20918.584218577867,138560.44579426572,19979081.415781423,0,1385.6044579426573
Z1524001,2007-01-22,29597.73895653086,273882.60858614,19970402.26104347,0,2738.8260858614
Z0276001,2007-01-23,38607.552873198685,0.0,19925646.922469474,0,0.0
Z0386002,2007-01-23,24775.12971960454,0.0,19944974.74612792,0,0.0
Z0646002,2007-01-23,74060.98221602087,0.0,19879251.72366729,0,0.0
Z1031001,2007-01-23,10070.101380557324,0.0,19969011.314400867,0,0.0
Z1524001,2007-01-23,43713.55852900891,0.0,19926688.702514462,0,0.0
Z0276001,2007-01-24,46366.578080529885,0.0,19879280.344388943,0,0.0
Z0386002,2007-01-24,22345.03789158911,0.0,19922629.70823633,0,0.0
Z0646002,2007-01-24,56817.55981211804,0.0,19822434.163855173,0,0.0
Z1031001,2007-01-24,12261.910912689853,0.0,19956749.403488178,0,0.0
Z1524001,2007-01-24,38338.710391842455,0.0,19888349.99212262,0,0.0
Z0276001,2007-01-25,63649.90734223102,0.0,19815630.43704671,0,0.0
Z0386002,2007-01-25,29905.162625911697,0.0,19892724.545610417,0,0.0
Z0646002,2007-01-25,75220.34414302677,0.0,19747213.819712147,0,0.0
Z1031001,2007-01-25,10048.94122811095,0.0,19946700.462260067,0,0.0
Z1524001,2007-01-25,66349.44819058069,0.0,19822000.54393204,0,0.0
Z0276001,2007-01-26,54121.421345099465,0.0,19761509.01570161,0,0.0
Z0386002,2007-01-26,39917.6411798828,0.0,19852806.904430535,0,0.0
Z0646002,2007-01-26,80142.29733717731,0.0,19667071.52237497,0,0.0
Z1031001,2007-01-26,12785.787079756285,0.0,19933914.675180312,0,0.0
Z1524001,2007-01-26,61241.57587959922,0.0,19760758.96805244,0,0.0
Z0276001,2007-01-27,73365.5456593533,0.0,19688143.47004226,0,0.0
Z0386002,2007-01-27,29134.05572422561,0.0,19823672.84870631,0,0.0
Z0646002,2007-01-27,79822.33633173036,0.0,19587249.18604324,0,0.0
Z1031001,2007-01-27,12292.4965986842,0.0,19921622.17858163,0,0.0
Z1524001,2007-01-27,48531.13792040789,0.0,19712227.83013203,0,0.0
Z0276001,2007-01-28,32213.892797360946,0.0,19655929.577244896,0,0.0
Z0386002,2007-01-28,19369.640655225605,0.0,19804303.20805108,0,0.0
Z0646002,2007-01-28,31420.58416303067,0.0,19555828.601880208,0,0.0
Z1031001,2007-01-28,6537.619698538775,0.0,19915084.55888309,0,0.0
Z1524001,2007-01-28,31822.629751706238,0.0,19680405.200380325,0,0.0
Z0276001,2007-01-29,45557.98176417922,344070.42275510356,19954442.01823582,0,3440.7042275510357
Z0386002,2007-01-29,31779.186334074242,195696.79194891825,19968220.813665926,0,1956.9679194891826
Z0646002,2007-01-29,58172.71448471195,444171.39811979234,19941827.28551529,0,4441.713981197923
Z1031001,2007-01-29,22696.6119568881,84915.44111691043,19977303.388043113,0,849.1544111691043
Z1524001,2007-01-29,27220.549791958445,319594.7996196747,19972779.45020804,0,3195.9479961967468
Z0276001,2007-01-30,40041.02978968303,0.0,19914400.98844614,0,0.0
Z0386002,2007-01-30,17824.412835798976,0.0,19950396.400830127,0,0.0
Z0646002,2007-01-30,43238.40482799636,0.0,19898588.880687293,0,0.0
Z1031001,2007-01-30,15480.551186372919,0.0,19961822.83685674,0,0.0
Z1524001,2007-01-30,23194.673688610863,0.0,19949584.776519433,0,0.0
Z0276001,2007-01-31,35580.219588714484,0.0,19878820.768857423,0,0.0
Z0386002,2007-01-31,28793.541655511344,0.0,19921602.859174617,0,0.0
Z0646002,2007-01-31,36036.00852622442,0.0,19862552.872161068,0,0.0
Z1031001,2007-01-31,13426.789338017963,0.0,19948396.047518723,0,0.0
Z1524001,2007-01-31,21169.308827432287,0.0,19928415.467692,0,0.0
Z0276001,2007-02-01,44824.416579940815,0.0,19833996.352277484,0,0.0
Z0386002,2007-02-01,32313.061508226907,0.0,19889289.79766639,0,0.0
Z0646002,2007-02-01,37472.091041188905,0.0,19825080.78111988,0,0.0
Z1031001,2007-02-01,18699.305097751407,0.0,19929696.74242097,0,0.0
Z1524001,2007-02-01,15897.464980213046,0.0,19912518.002711784,0,0.0
Z0276001,2007-02-02,35675.025321828536,0.0,19798321.326955654,0,0.0
Z0386002,2007-02-02,27130.44791885051,0.0,19862159.34974754,0,0.0
Z0646002,2007-02-02,25044.406429462822,0.0,19800036.374690417,0,0.0
Z1031001,2007-02-02,12557.51620889695,0.0,19917139.226212073,0,0.0
Z1524001,2007-02-02,21087.863908500032,0.0,19891430.138803285,0,0.0
Z0276001,2007-02-03,40130.79064099772,0.0,19758190.536314655,0,0.0
Z0386002,2007-02-03,15533.225373380306,0.0,19846626.12437416,0,0.0
Z0646002,2007-02-03,21736.676334830845,0.0,19778299.698355585,0,0.0
Z1031001,2007-02-03,7335.399475203793,0.0,19909803.82673687,0,0.0
Z1524001,2007-02-03,21264.23190341247,0.0,19870165.906899873,0,0.0
Z0276001,2007-02-04,22298.023533691165,0.0,19735892.512780964,0,0.0
Z0386002,2007-02-04,9351.205699853492,0.0,19837274.918674305,0,0.0
Z0646002,2007-02-04,21018.96542431866,0.0,19757280.732931267,0,0.0
Z1031001,2007-02-04,5350.905066123465,0.0,19904452.921670746,0,0.0
Z1524001,2007-02-04,16753.756333993017,0.0,19853412.15056588,0,0.0
Z0276001,2007-02-05,27909.969745804494,264107.4872190356,19972090.030254196,0,2641.0748721903565
Z0386002,2007-02-05,16194.719370253775,162725.08132569492,19983805.280629747,0,1627.2508132569492
Z0646002,2007-02-05,19767.002595359387,242719.26706873253,19980232.997404642,0,2427.1926706873255
Z1031001,2007-02-05,10384.989921053662,95547.07832925394,19989615.010078948,0,955.4707832925394
Z1524001,2007-02-05,22218.23994303102,146587.84943411872,19977781.76005697,0,1465.8784943411872
Z0276001,2007-02-06,21018.598839630013,0.0,19951071.431414567,0,0.0
Z0386002,2007-02-06,14712.325006451982,0.0,19969092.955623295,0,0.0
Z0646002,2007-02-06,24618.652806899496,0.0,19955614.344597742,0,0.0
Z1031001,2007-02-06,5635.25131993857,0.0,19983979.75875901,0,0.0
Z1524001,2007-02-06,16562.93268726136,0.0,19961218.82736971,0,0.0
Z0276001,2007-02-07,42367.79555769037,0.0,19908703.635856878,0,0.0
Z0386002,2007-02-07,12065.831705614131,0.0,19957027.12391768,0,0.0
Z0646002,2007-02-07,22046.227707137765,0.0,19933568.116890606,0,0.0
Z1031001,2007-02-07,7760.631199313591,0.0,19976219.127559695,0,0.0
Z1524001,2007-02-07,19822.78651743467,0.0,19941396.040852275,0,0.0
Z0276001,2007-02-08,54663.58595069983,0.0,19854040.04990618,0,0.0
Z0386002,2007-02-08,15557.226512205132,0.0,19941469.897405475,0,0.0
Z0646002,2007-02-08,37231.3557759104,0.0,19896336.761114694,0,0.0
Z1031001,2007-02-08,8625.286967471724,0.0,19967593.840592224,0,0.0
Z1524001,2007-02-08,20391.690216698444,0.0,19921004.350635577,0,0.0
Z0276001,2007-02-09,70070.93312887706,0.0,19783969.1167773,0,0.0
Z0386002,2007-02-09,28092.435503372766,0.0,19913377.461902104,0,0.0
Z0646002,2007-02-09,123489.94895591542,0.0,19772846.81215878,0,0.0
Z1031001,2007-02-09,10983.86367388408,0.0,19956609.97691834,0,0.0
Z1524001,2007-02-09,31102.542391636664,0.0,19889901.80824394,0,0.0
Z0276001,2007-02-10,53992.004984391315,0.0,19729977.11179291,0,0.0
Z0386002,2007-02-10,29966.291446344683,0.0,19883411.17045576,0,0.0
Z0646002,2007-02-10,41832.98687304696,0.0,19731013.825285733,0,0.0
Z1031001,2007-02-10,9726.847793463952,0.0,19946883.129124876,0,0.0
Z1524001,2007-02-10,37998.389678564396,0.0,19851903.418565378,0,0.0
Z0276001,2007-02-11,23664.53888700728,0.0,19706312.5729059,0,0.0
Z0386002,2007-02-11,22217.067039507776,0.0,19861194.103416253,0,0.0
Z0646002,2007-02-11,36365.1440100347,0.0,19694648.6812757,0,0.0
Z1031001,2007-02-11,16869.843033308698,0.0,19930013.286091566,0,0.0
Z1524001,2007-02-11,23249.724578530466,0.0,19828653.693986848,0,0.0
Z0276001,2007-02-12,43118.760299175134,293687.4270940982,19956881.239700824,0,2936.8742709409817
Z0386002,2007-02-12,34860.142475033,138805.89658374712,19965139.85752497,0,1388.0589658374713
Z0646002,2007-02-12,116798.97911363229,305351.3187243007,19883201.02088637,0,3053.513187243007
Z1031001,2007-02-12,67040.99171571303,69986.71390843391,19932959.008284286,0,699.8671390843391
Z1524001,2007-02-12,69949.86945454577,171346.306013152,19930050.130545456,0,1713.46306013152
Z0276001,2007-02-13,55211.871332295996,0.0,19901669.36836853,0,0.0
Z0386002,2007-02-13,59590.688544261626,0.0,19905549.168980706,0,0.0
Z0646002,2007-02-13,96319.96739180453,0.0,19786881.053494565,0,0.0
Z1031001,2007-02-13,60443.82047905855,0.0,19872515.187805228,0,0.0
Z1524001,2007-02-13,66704.77129623106,0.0,19863345.359249227,0,0.0
Z0276001,2007-02-14,46995.81827996403,0.0,19854673.550088566,0,0.0
Z0386002,2007-02-14,98427.48778746037,0.0,19807121.681193247,0,0.0
Z0646002,2007-02-14,111435.86671784693,0.0,19675445.18677672,0,0.0
Z1031001,2007-02-14,67721.70884390752,0.0,19804793.47896132,0,0.0
Z1524001,2007-02-14,72957.14409488009,0.0,19790388.215154346,0,0.0
Z0276001,2007-02-15,53429.115395547444,0.0,19801244.43469302,0,0.0
Z0386002,2007-02-15,86272.22229045816,0.0,19720849.45890279,0,0.0
Z0646002,2007-02-15,104749.29465330418,0.0,19570695.892123416,0,0.0
Z1031001,2007-02-15,71606.48159404303,0.0,19733186.997367274,0,0.0
Z1524001,2007-02-15,80312.16220447652,0.0,19710076.05294987,0,0.0
Z0276001,2007-02-16,84504.1051800849,0.0,19716740.329512935,0,0.0
Z0386002,2007-02-16,105992.20689834758,0.0,19614857.252004445,0,0.0
Z0646002,2007-02-16,185342.11712300126,0.0,19385353.775000416,0,0.0
Z1031001,2007-02-16,85754.42237001765,0.0,19647432.574997257,0,0.0
Z1524001,2007-02-16,101970.1287408084,0.0,19608105.92420906,0,0.0
Z0276001,2007-02-17,64319.48239674656,0.0,19652420.847116187,0,0.0
Z0386002,2007-02-17,35377.11582738187,0.0,19579480.136177063,0,0.0
Z0646002,2007-02-17,91710.81824347169,0.0,19293642.956756946,0,0.0
Z1031001,2007-02-17,49217.12401464427,0.0,19598215.45098261,0,0.0
Z1524001,2007-02-17,70740.1176332808,0.0,19537365.80657578,0,0.0
Z0276001,2007-02-18,39264.73224580357,0.0,19613156.114870384,0,0.0
Z0386002,2007-02-18,24337.1389867525,0.0,19555142.99719031,0,0.0
Z0646002,2007-02-18,41183.16884265861,0.0,19252459.787914287,0,0.0
Z1031001,2007-02-18,19931.52953723215,0.0,19578283.92144538,0,0.0
Z1524001,2007-02-18,14900.67583551214,0.0,19522465.130740266,0,0.0
Z0276001,2007-02-19,42913.15684839732,386843.88512961566,19957086.843151603,0,3868.438851296157
Z0386002,2007-02-19,89215.0677676329,444857.00280968845,19910784.93223237,0,4448.570028096885
