  Model      ATM       Date  Predicted_Withdrawal  Refill_Amount   Stock  Refilled  Out_of_Cash  Day_Cost
XGBoost Z1031001 2006-09-18                59,807        142,659  82,851         1            0     1,427
XGBoost Z1031001 2006-09-19                34,264              0  48,587         0            0         0
XGBoost Z1031001 2006-09-20                14,289              0  34,298         0            0         0
XGBoost Z1031001 2006-09-21                13,788              0  20,511         0            0         0
XGBoost Z1031001 2006-09-22                 9,000              0  11,511         0            0         0
XGBoost Z1031001 2006-09-23                 5,714              0   5,797         0            0         0
XGBoost Z1031001 2006-09-24                 5,797              0       0         0            0         0
XGBoost Z1524001 2006-09-18                88,202        250,942 162,740         1            0     2,509
XGBoost Z1524001 2006-09-19                35,866              0 126,874         0            0         0
XGBoost Z1524001 2006-09-20                26,497              0 100,377         0            0         0
XGBoost Z1524001 2006-09-21                20,227              0  80,150         0            0         0
XGBoost Z1524001 2006-09-22                26,756              0  53,395         0            0         0
XGBoost Z1524001 2006-09-23                26,224              0  27,171         0            0         0
XGBoost Z1524001 2006-09-24                27,171              0       0         0            0         0
XGBoost Z0276001 2006-09-25                42,690        248,296 205,606         1            0     2,483
XGBoost Z0276001 2006-09-26                36,310              0 169,296         0            0         0
XGBoost Z0276001 2006-09-27                45,397              0 123,899         0            0         0
XGBoost Z0276001 2006-09-28                39,428              0  84,470         0            0         0
XGBoost Z0276001 2006-09-29                36,635              0  47,835         0            0         0
XGBoost Z0276001 2006-09-30                31,439              0  16,397         0            0         0
XGBoost Z0276001 2006-10-01                16,397              0       0         0            0         0
XGBoost Z0386002 2006-09-25                26,743        148,809 122,066         1            0     1,488
XGBoost Z0386002 2006-09-26                27,098              0  94,968         0            0         0
XGBoost Z0386002 2006-09-27                14,891              0  80,077         0            0         0
XGBoost Z0386002 2006-09-28                22,724              0  57,353         0            0         0
XGBoost Z0386002 2006-09-29                25,940              0  31,413         0            0         0
XGBoost Z0386002 2006-09-30                21,828              0   9,586         0            0         0
XGBoost Z0386002 2006-10-01                 9,586              0       0         0            0         0
XGBoost Z0646002 2006-09-25               110,954        504,787 393,833         1            0     5,048
XGBoost Z0646002 2006-09-26                80,119              0 313,714         0            0         0
XGBoost Z0646002 2006-09-27               143,354              0 170,360         0            0         0
XGBoost Z0646002 2006-09-28                52,399              0 117,961         0            0         0
XGBoost Z0646002 2006-09-29                69,599              0  48,362         0            0         0
XGBoost Z0646002 2006-09-30                30,346              0  18,016         0            0         0
XGBoost Z0646002 2006-10-01                18,016              0       0         0            0         0
XGBoost Z1031001 2006-09-25                15,209         83,296  68,087         1            0       833
XGBoost Z1031001 2006-09-26                16,186              0  51,901         0            0         0
XGBoost Z1031001 2006-09-27                12,887              0  39,014         0            0         0
XGBoost Z1031001 2006-09-28                14,587              0  24,427         0            0         0
XGBoost Z1031001 2006-09-29                10,297              0  14,130         0            0         0
XGBoost Z1031001 2006-09-30                 9,447              0   4,682         0            0         0
XGBoost Z1031001 2006-10-01                 4,682              0       0         0            0         0
XGBoost Z1524001 2006-09-25                35,293        451,062 415,769         1            0     4,511
XGBoost Z1524001 2006-09-26                96,324              0 319,445         0            0         0
XGBoost Z1524001 2006-09-27               183,195              0 136,249         0            0         0
XGBoost Z1524001 2006-09-28                67,273              0  68,976         0            0         0
XGBoost Z1524001 2006-09-29                43,835              0  25,142         0            0         0
XGBoost Z1524001 2006-09-30                11,797              0  13,344         0            0         0
XGBoost Z1524001 2006-10-01                13,344              0       0         0            0         0
XGBoost Z0276001 2006-10-02                53,316        177,755 124,440         1            0     1,778
XGBoost Z0276001 2006-10-03                28,870              0  95,569         0            0         0
XGBoost Z0276001 2006-10-04                22,661              0  72,908         0            0         0
XGBoost Z0276001 2006-10-05                19,697              0  53,211         0            0         0
XGBoost Z0276001 2006-10-06                22,814              0  30,397         0            0         0
XGBoost Z0276001 2006-10-07                17,739              0  12,658         0            0         0
XGBoost Z0276001 2006-10-08                12,658              0       0         0            0         0
XGBoost Z0386002 2006-10-02                41,195        131,278  90,084         1            0     1,313
XGBoost Z0386002 2006-10-03                16,328              0  73,756         0            0         0
XGBoost Z0386002 2006-10-04                11,542              0  62,214         0            0         0
XGBoost Z0386002 2006-10-05                14,079              0  48,135         0            0         0
XGBoost Z0386002 2006-10-06                17,080              0  31,055         0            0         0
XGBoost Z0386002 2006-10-07                21,029              0  10,027         0            0         0
XGBoost Z0386002 2006-10-08                10,027              0       0         0            0         0
XGBoost Z0646002 2006-10-02                46,923        168,264 121,341         1            0     1,683
XGBoost Z0646002 2006-10-03                24,519              0  96,822         0            0         0
XGBoost Z0646002 2006-10-04                22,748              0  74,074         0            0         0
XGBoost Z0646002 2006-10-05                17,199              0  56,875         0            0         0
XGBoost Z0646002 2006-10-06                21,670              0  35,205         0            0         0
XGBoost Z0646002 2006-10-07                15,815              0  19,390         0            0         0
XGBoost Z0646002 2006-10-08                19,390              0       0         0            0         0
XGBoost Z1031001 2006-10-02                11,874         58,877  47,003         1            0       589
XGBoost Z1031001 2006-10-03                 9,019              0  37,983         0            0         0
XGBoost Z1031001 2006-10-04                 7,796              0  30,187         0            0         0
XGBoost Z1031001 2006-10-05                 9,399              0  20,788         0            0         0
XGBoost Z1031001 2006-10-06                 6,752              0  14,036         0            0         0
XGBoost Z1031001 2006-10-07                 7,113              0   6,924         0            0         0
XGBoost Z1031001 2006-10-08                 6,924              0       0         0            0         0
XGBoost Z1524001 2006-10-02                19,911        116,815  96,904         1            0     1,168
XGBoost Z1524001 2006-10-03                17,463              0  79,441         0            0         0
XGBoost Z1524001 2006-10-04                24,026              0  55,415         0            0         0
XGBoost Z1524001 2006-10-05                14,568              0  40,847         0            0         0
XGBoost Z1524001 2006-10-06                11,775              0  29,072         0            0         0
XGBoost Z1524001 2006-10-07                16,500              0  12,572         0            0         0
XGBoost Z1524001 2006-10-08                12,572              0       0         0            0         0
XGBoost Z0276001 2006-10-09                86,619        311,824 225,205         1            0     3,118
XGBoost Z0276001 2006-10-10                42,599              0 182,606         0            0         0
XGBoost Z0276001 2006-10-11                55,234              0 127,372         0            0         0
XGBoost Z0276001 2006-10-12                43,513              0  83,860         0            0         0
XGBoost Z0276001 2006-10-13                37,627              0  46,233         0            0         0
XGBoost Z0276001 2006-10-14                30,652              0  15,581         0            0         0
XGBoost Z0276001 2006-10-15                15,581              0       0         0            0         0
XGBoost Z0386002 2006-10-09                77,044        386,856 309,812         1            0     3,869
XGBoost Z0386002 2006-10-10                38,776              0 271,036         0            0         0
XGBoost Z0386002 2006-10-11                55,982              0 215,055         0            0         0
XGBoost Z0386002 2006-10-12                55,562              0 159,493         0            0         0
XGBoost Z0386002 2006-10-13                80,790              0  78,703         0            0         0
XGBoost Z0386002 2006-10-14                54,670              0  24,033         0            0         0
XGBoost Z0386002 2006-10-15                24,033              0       0         0            0         0
XGBoost Z0646002 2006-10-09                79,220        573,458 494,238         1            0     5,735
XGBoost Z0646002 2006-10-10                71,237              0 423,001         0            0         0
XGBoost Z0646002 2006-10-11               115,300              0 307,701         0            0         0
XGBoost Z0646002 2006-10-12                75,535              0 232,166         0            0         0
XGBoost Z0646002 2006-10-13               149,019              0  83,147         0            0         0
XGBoost Z0646002 2006-10-14                52,505              0  30,642         0            0         0
XGBoost Z0646002 2006-10-15                30,642              0       0         0            0         0
XGBoost Z1031001 2006-10-09                31,590        131,322  99,732         1            0     1,313
XGBoost Z1031001 2006-10-10                21,627              0  78,105         0            0         0
